Course Number,Course Name,Course Description
Applied Mathematics 2270A/B,APPLIED MATHEMATICS FOR ENGINEERING II,"Topics include first order ODE's of various types, higher order ODE's and methods of solving them, initial and boundary value problems, applications to mass-spring systems and electrical RLC circuits, Laplace transforms and their use for solving differential equations, systems of linear ODE's, orthogonal functions and Fourier."
Applied Mathematics 2276A/B,APPLIED MATHEMATICS FOR ELECTRICAL AND MECHANICAL ENGINEERING III,"Topics covered include a review of orthogonal expansions of functions and Fourier series and transforms, multiple integration with methods of evaluation in different systems of coordinates, vector fields, line integrals, surface and flux integrals, the Green, Gauss and Stokes theorems with applications."
Mechanical and Materials Engineering 2200Q/R/S/T,ENGINEERING SHOP SAFETY TRAINING,This course will provide mechanical engineering undergraduate students with consistent and appropriate training in the safe use of Engineering student shops.
Mechanical and Materials Engineering 2202A/B,MECHANICS OF MATERIALS,"Stress and strain, Mohr's stress circle, behaviour of structures, axial loading of columns and struts, torsion of shafts, bending of beams, buckling of columns and combined loading of components."
Mechanical and Materials Engineering 2204A/B,THERMODYNAMICS I,"Properties of a pure substance, first law of thermodynamics, processes in open and closed systems, second law of thermodynamics; ideal gases, compressors and energy conversion systems."
Mechanical and Materials Engineering 2213A/B,ENGINEERING DYNAMICS,"Topics include: rectilinear, angular and curvilinear motion; kinetics of a particle, a translating rigid body and a rigid body in pure rotation; definitions of different energies and energy balance: power and efficiency; and linear impulse and momentum."
Mechanical and Materials Engineering 2221A/B,COMPUTATIONAL METHODS FOR MECHANICAL ENGINEERS,"The objective of this course is to introduce data organization and processing techniques using spreadsheet tools; and numerical methods, model formulation and programming using advanced mathematical software tools. Applications in applied mathematics and mechanical engineering will be considered throughout the course."
Mechanical and Materials Engineering 2259A/B,PRODUCT DESIGN & DEVELOPMENT,Introduction to the engineering design and structured design methods. Topics include: mechanical design process; concept generation and evaluation; embodiment design; design for manufacture and assembly; design for product safety; principles of life-cycle engineering.
Mechanical and Materials Engineering 2260A/B,INDUSTRIAL MATERIALS,The principles and practice of shaping and strengthening industrial materials.
Mechanical and Materials Engineering 2273A/B,INTRODUCTION TO FLUID MECHANICS AND HEAT TRANSFER,"An introduction to fluid mechanics and heat transfer. The fluid mechanics covers fluid properties, fluid statics including buoyancy and stability, one-dimensional fluid dynamics including conservation of mass and energy and losses in pipe networks. Heat transfer covers development of the general energy equation for three dimensions and steady-state conduction in one and two dimensions."
Mechanical and Materials Engineering 2285A/B,ENGINEERING EXPERIMENTATION,"Measurement of physical quantities; experiment planning and design; characteristics of measurement systems; calibration, linearity, accuracy, bias and sensitivity; data acquisition systems; sampling theorem; signal conditioning; sources of errors; uncertainty analysis; data analysis techniques; systems for the measurement of displacement; velocity; acceleration; force, strain, pressure, temperature, flow rate, etc."
Statistical Sciences 2143A/B,APPLIED STATISTICS AND DATA ANLYSIS FOR ENGINEERS,"A data-driven introduction to statistics intended primarily for students in Chemical and Mechanical Engineering. Exploratory data analysis, probability, the Binomial, Poisson, Normal, Chi-Square and F distributions. Estimation, correlation and regression (model building and parameter estimation), analysis of variance, design of experiments. This course cannot be taken for credit in any module in Data Science, Statistics, Actuarial Science, or Financial Modelling, other than the Minor in Applied Statistics or the Minor in Applied Financial Modeling."
Writing 2130F/G,BUILDING BETTER (COMMUNICATION) BRIDGES: RHETORIC & PROFESSIONAL COMMUNICATION FOR ENGINEERS,"This course introduces students to rhetorical principles and the practices of written, oral, and visual communication in professional engineering contexts. Students will learn strategies for drafting and designing technical and academic documents and for approaching the editing and revision of those documents."
Electrical and Computer Engineering 3374A/B,ELECTRONICS FOR MECHANICAL ENGINEERING,"This course deals with the study of electrical, electronic, and electromechanical devices and systems, including the theory of operation, and analysis of behaviour through modelling of components and systems."
Mechanical and Materials Engineering 3303A/B,FLUID MECHANICS II,"Rigid-body motion and rotation, control volume method of analysis, conservation of mass, linear and angular momentum, centrifugal pumps, potential flow, dimensional analysis, viscous flow in channels and ducts, open channel flow, laminar and turbulent boundary layers, statistical description of turbulence"
Mechanical and Materials Engineering 3307A/B,HEAT TRANSFER II,"Transient heat conduction. Forced and natural convection heat transfer. Advanced radiation heat transfer, including surface properties and shape factor. Condensation and boiling heat transfer. Heat exchanger design, applications of heat transfer in Engineering Systems."
Mechanical and Materials Engineering 3325A/B,MECHANICAL VIBRATIONS,Free and forced vibration of single-degree-of-freedom systems; viscous and coulomb damping; vibration isolation and vibration measuring instruments; modelling of multi-degree-of-freedom systems via Newton's second law; modal analysis and modal summation method for response predictions of multi-degree-of-freedom systems; tuned mass vibration absorber; introduction to vibration of continuous systems; introduction to spectrum analysis for machinery diagnostics.
Mechanical and Materials Engineering 3334A/B,THERMODYNAMICS II,"This course emphasizes the application of thermodynamic principles to engineering systems and problem solving. Topics covered include: sonic velocity and compressible flow through nozzles, reciprocating and rotary compressors, availability and irreversibility in systems and processes, cycles, psychometry of air conditioning, thermodynamic relations and the generalized compressiblity charts, chemical reactions and equilibrium."
Mechanical and Materials Engineering 3350A/B,SYSTEM MODELING & CONTROL,"Basic analytical techniques for modeling and control of dynamic systems. Solve for response as well as design controllers to shape response of systems. Applications to vibratory, thermo-fluidic, hydraulic, pneumatic and electro-mechanical systems."
Mechanical and Materials Engineering 3360A/B,FINITE ELEMENT METHODS IN MECHANICAL ENGINEERING,"Linear finite element analysis using the direct equilibrium method and the principle of minimum potential energy. Focus on structural mechanics using spring and bar elements (including two-dimensional trusses), beam elements, two-dimensional plane stress/strain elements, axisymmetric elements, and isoparametric formulation. Concepts of heat transfer, fluid flow, and thermal stress also introduced."
Mechanical and Materials Engineering 3379A/B,MATERIALS SELECTION,Application of computer databases to materials selection. Identification of the composite property for a particular application. Case studies of materials selection using variable property emphases.
Mechanical and Materials Engineering 3380A/B,MECHANICAL COMPONENTS DESIGN,"The objective of this course is to consider the stress analysis and design of various components of a machine, e.g. an automobile."
Mechanical and Materials Engineering 3381A/B,KINEMATICS & DYNAMICS OF MACHINES,"Displacement, velocity and acceleration analysis of linkage mechanisms; inertia force analysis of mechanisms; balancing of reciprocating and rotating masses; introduction to vibration analysis of single-degree-of-freedom systems."
Engineering Science 4498F/G,"ENGINEERING ETHICS, SUSTAINABLE DEVELOPMENT AND THE LAW","This course will cover professionalism, ethical theory, the code of ethics and enforcement; the environment; and contracts and risk."
Mechanical and Materials Engineering 4499,MECHANICAL ENGINEERING DESIGN PROJECT,"Students develop and practice engineering design skills by working on a team-based project. The students will experience all phases of the design process, including: problem definition, generation and evaluation of concepts,engineering analysis and testing, and preparation of design documentation. Project management and communications skills are emphasized."
Mechanical and Materials Engineering 4410,MECHANICAL & MATERIALS ENGINEERING THESIS,The objective of the course is to provide students with an opportunity to investigate an engineering problem independently under the supervision of a faculty member. The student will be required to prepare an engineering thesis and deliver a public lecture. This course is directed at students considering future graduate studies.
Mechanical and Materials Engineering 4423A/B,INTERNAL COMBUSTION ENGINES,"This course elaborates on the fundamentals of how the design and operation of internal combustion engines affect their performance, operation, fuel requirements and environmental impact, study of fluid flow, thermodynamics, combustion, heat transfer and friction phenomena, and fuel properties, relevant to engine power, efficiency and emissions, examination of design features and operating characteristics of different types of internal combustion engines: spark-ignition, diesel, stratified-charge, and mixed-cycle engines."
Mechanical and Materials Engineering 4424A/B,MECHANICAL PROPERTIES OF MATERIALS,Many modern methods of materials forming require knowledge of the following: basic mathematics of stress and strain; yield criteria; effective stress and strain; deviatoric and hydrostatic components; upper bound analysis; slip-line fields. The applications of these concepts to actual processes will be illustrated.
Mechanical and Materials Engineering 4425A/B,MECHANICAL VIBRATIONS,"Free and forced vibration of Single-degree-of-freedom systems; modelling of multi-degree-of-freedom systems via Lagrange's equations; modal summation method for response predictions; vibration isolation and vibration measuring instruments; tuned mass vibration absorber; viscous, coulomb and hysteresis damping; vibration of continuous systems; introduction to experimental modal analysis."
Mechanical and Materials Engineering 4427A/B,SELECTED TOPICS IN MECHANICAL ENGINEERING III,Topics of current interest in Mechanical Engineering. Topics and course outlines will be available at the time of registration.
Mechanical and Materials Engineering 4428A/B,SELECTED TOPICS IN MECHANICAL ENGINEERING IV,Topics of current interest in Mechanical Engineering. Topics and course outlines will be available at the time of registration.
Mechanical and Materials Engineering 4429A/B,NUCLEAR ENGINEERING,To present an overview of nuclear engineering beginning with the fundamentals of nuclear physics and extending to the operation of nuclear reactors with special emphasis on the CANDU nuclear reactor.
Mechanical and Materials Engineering 4435A/B,PRESSURE VESSEL DESIGN,"This course examines the theory and practice of pressure vessel design based on the ASME Boiler and Pressure Vessel Code. Students will learn to design a safe and economical pressure vessel to meet specified requirements, ensuring that allowable stresses are not exceeded under any expected combination of loadings."
Mechanical and Materials Engineering 4437A/B,ADVANCED CAE: SIMULATION,"Nonlinear structural analysis, vibration of discrete and distributed systems, kinematic and dynamic analysis, flexible mechanism analysis, nonlinear thermal analysis, fluid flow analysis, thermal fluids, multi-physics simulation, interfacing between structural, thermal and mechanism analyses."
Mechanical and Materials Engineering 4450A/B,CONTROL SYSTEMS: THEORY & PRACTICE,"Modern Control techniques for solving vibration and control problems associated with practical mechanical systems. The emphasis of the course is on the concepts, applications and numerical simulations to aid Power-train dynamics, Hardware-in-the-loop (HIL) simulations and communications."
Mechanical and Materials Engineering 4452A/B,ROBOTICS & MANUFACTURING AUTOMATION,"An overview of robotics and manufacturing automation technology and principles. Topics include: automatic production and assembly, sensors, actuators and drives, mechanization of part handling, industrial robots, and machine vision systems. Emphasis will be on the planning, design and implementation of automation systems. PLCs will be used in the lab section."
Mechanical and Materials Engineering 4453A/B,CORROSION AND WEAR,"Corrosion principles, types of corrosion, corrosion protection. Surface characterization. Friction, lubrication and wear. Materials selection for tribological applications."
Mechanical and Materials Engineering 4459A/B,ADVANCED CAE: MANUFACTURING TECHNOLOGIES,"This course is an introduction to modern computer aided manufacturing technologies. Topics include subtractive technologies, such as computer-numerically controlled (CNC) machining, as well as additive technologies used for rapid prototyping purposes."
Mechanical and Materials Engineering 4460A/B,"HEATING, VENTILATING & AIR CONDITIONING II",Design of air distribution components and systems; fan/pump laws; air quality and ventilation; hot water heating systems; steam heating systems; cooling equipment; heat generation and transfer equipment; building automation controls; operations and maintenance.
Mechanical and Materials Engineering 4469A/B,BIOMECHANICS OF THE MUSCULOSKELETAL SYSTEM,"Application of fundamental principles of engineering to the analysis of the human musculoskeletal system. Bone and soft tissue biomechanics, joint mechanics and kinematics, joint replacement with implants, with special interest in design of these systems; biomaterials and wear. Joints studied will include the elbow, hip, shoulder and knee."
Mechanical and Materials Engineering 4470A/B,MEDICAL AND ASSISTIVE DEVICES,"Introduction to the design, development and operation of medical and assistive devices that can improve the quality of human life. Topics include: design of assistive, corrective, and diagnostic devices; human factors engineering; biocompatibility of materials; bioelectronics; biosensors; and lab-on-a-chip systems."
Mechanical and Materials Engineering 4473A/B,COMPUTER INTEGRATED MANUFACTURING,This course explores the technologies and systems involved in CIM. Topics include: basics of computer systems; computing in manufacturing; CAD/CAM; CIM architectures; networks and data communications; databases and information management; open systems and standards; manufacturing planning and control; flexible manufacturing; concurrent engineering and collaboration technologies; Internet technologies.
Mechanical and Materials Engineering 4474A/B,SELECTED TOPICS IN MECHANICAL ENGINEERING I,Topics of current interest in Mechanical Engineering. Topics and course outlines will be available at the time of registration.
Mechanical and Materials Engineering 4475A/B,SELECTED TOPICS IN MECHANICAL ENGINEERING II,Topics of current interest in Mechanical Engineering. Topics and course outlines will be available at the time of registration.
Mechanical and Materials Engineering 4480A/B,ADVANCED CAE: REVERSE ENGINEERING,"This course is an introduction to the use of modern computer-aided design (CAD) techniques in generation of 3D digital models from physical objects. Topics include contact and non-contact data acquisition techniques, data type and exchange formats, and advanced visualization and surfacing techniques."
Mechanical and Materials Engineering 4482A/B,FUNDAMENTALS OF MEMS,"The objective of the course is to cover the fundamental basis of MEMS (Microelectromechanical Systems) including design, analysis, modelling, fabrication, testing and reliability concerns."
Mechanical and Materials Engineering 4483A/B,"HEATING, VENTILATING & AIR CONDITIONING","The psychrometry of air conditioning processes, comfort and inside design conditions, climate and outside design conditions, heat gains from solar and other sources, cooling load and heating load calculations, ventilation and filtration."
Mechanical and Materials Engineering 4485A/B,FLUID MACHINERY,"Fluid turbo-machinery theory, performance characteristics of centrifugal and axial flow fans, compressors, pumps and turbines, fluid vibrations and sound, water hammer, introduction to fluid power controls and fluid amplifiers."
Mechanical and Materials Engineering 4487A/B,MECHATRONIC SYSTEM DESIGN,"An overview of electrical, mechanical, optical and control technologies for system integration. Topics include: intelligent products and processes; design methodology; system modeling; sensors and actuators; microcontrollers; knowledge-based control."
Mechanical and Materials Engineering 4490A/B,ENGINEERING IN A GLOBAL CONTEXT: ADVANCED MANUFACTURING,"The course focuses on advanced manufacturing topics such as enhanced product development, modeling, and fabrication techniques as well as the emerging Industry 4.0 concept. The international context of the course is expected to strengthen students' skill and understanding of manufacturing, as performed in a global and interconnected economy."
Mechanical and Materials Engineering 4492A/B,PRODUCTION MANAGEMENT FOR ENGINEERS,This course examines lean production principles and practices adopted by world-class manufacturers. Topics include: continuous improvement; total quality management; statistical process control; setup reduction; total productive maintenance; just-in-time and pull production; group technology; cellular manufacturing; standard operations; level production scheduling; process balancing; supply chain management; activitiy based costing; agile manufacturing.
