Course Number,Course Name,Course Description
Mechanical and Materials Engineering 3307A/B,HEAT TRANSFER II,"Transient heat conduction. Forced and natural convection heat transfer. Advanced radiation heat transfer, including surface properties and shape factor. Condensation and boiling heat transfer. Heat exchanger design, applications of heat transfer in Engineering Systems."
Mechanical and Materials Engineering 3325A/B,MECHANICAL VIBRATIONS,Free and forced vibration of single-degree-of-freedom systems; viscous and coulomb damping; vibration isolation and vibration measuring instruments; modelling of multi-degree-of-freedom systems via Newton's second law; modal analysis and modal summation method for response predictions of multi-degree-of-freedom systems; tuned mass vibration absorber; introduction to vibration of continuous systems; introduction to spectrum analysis for machinery diagnostics.
Mechanical and Materials Engineering 3350A/B,SYSTEM MODELING & CONTROL,"Basic analytical techniques for modeling and control of dynamic systems. Solve for response as well as design controllers to shape response of systems. Applications to vibratory, thermo-fluidic, hydraulic, pneumatic and electro-mechanical systems."
Mechanical and Materials Engineering 3360A/B,FINITE ELEMENT METHODS IN MECHANICAL ENGINEERING,"Linear finite element analysis using the direct equilibrium method and the principle of minimum potential energy. Focus on structural mechanics using spring and bar elements (including two-dimensional trusses), beam elements, two-dimensional plane stress/strain elements, axisymmetric elements, and isoparametric formulation. Concepts of heat transfer, fluid flow, and thermal stress also introduced."
Mechanical and Materials Engineering 3379A/B,MATERIALS SELECTION,Application of computer databases to materials selection. Identification of the composite property for a particular application. Case studies of materials selection using variable property emphases.
Mechanical and Materials Engineering 3380A/B,MECHANICAL COMPONENTS DESIGN,"The objective of this course is to consider the stress analysis and design of various components of a machine, e.g. an automobile."
Mechanical and Materials Engineering 3381A/B,KINEMATICS & DYNAMICS OF MACHINES,"Displacement, velocity and acceleration analysis of linkage mechanisms; inertia force analysis of mechanisms; balancing of reciprocating and rotating masses; introduction to vibration analysis of single-degree-of-freedom systems."
Electrical and Computer Engineering 3374A/B,ELECTRONICS FOR MECHANICAL ENGINEERING,"This course deals with the study of electrical, electronic, and electromechanical devices and systems, including the theory of operation, and analysis of behaviour through modelling of components and systems."
Biochemistry 2280A,BIOCHEMISTRY AND MOLECULAR BIOLOGY,"An introduction to biochemistry with emphasis on protein structure and function, intermediary metabolism and nucleic acid structure and function."
Biomedical Engineering 3301A/B,NEURAL SYSTEMS ENGINEERING,"Engineering principles relevant to the study of neurophysiology, neural modeling, and the design of neural systems for diagnostic, interventional, and rehabilitation applications. Course topics will include EEG and EMG systems, functional MRI and other neural imaging technologies, braincomputer interfaces, and neural prosthetics."
Biomedical Engineering 3303A/B,CELLULAR SYSTEMS ENGINEERING,"This course introduces key topics in interdisciplinary biomedical engineering involving the investigation or application of cell-based systems. Students will learn to integrate engineering design principles and mathematical models with knowledge of applied cellular and molecular biology to characterize, understand and optimize cellular responses within 3-D engineered microenvironments."
Electrical and Computer Engineering 4455A/B,BIOMEDICAL SYSTEMS ANALYSIS,An introduction to biomedical engineering organized around applications of linear and control systems analysis to the dynamics of physiological systems and their responses to diagnostic and therapeutic interventions. Emphasis will be placed on respiratory and cardiovascular physiology and interactions of those systems with medical devices.
Mechanical and Materials Engineering 4469A/B,BIOMECHANICS OF THE MUSCULOSKELETAL SYSTEM,"Application of fundamental principles of engineering to the analysis of the human musculoskeletal system. Bone and soft tissue biomechanics, joint mechanics and kinematics, joint replacement with implants, with special interest in design of these systems; biomaterials and wear. Joints studied will include the elbow, hip, shoulder and knee."
Physiology 2130,HUMAN PHYSIOLOGY,"A survey course outlining the principles of human/mammalian physiology: general properties of the living cell and internal environment; neural, muscle, cardiovascular, respiratory, gastro-intestinal, renal and endocrine system; metabolism, reproduction, and homeostasis."
Biomedical Engineering 4400,BME RESEARCH PROJECT,"A major independent research project in biomedical engineering performed in collaboration with a faculty supervisor. Lectures and online modules on laboratory safety, human and animal research ethics, scientific integrity, experimental design, medical statistics, literature searching tools, and scientific communication. Two oral presentations and a written report are required."
Mechanical and Materials Engineering 3334A/B,THERMODYNAMICS II,"This course emphasizes the application of thermodynamic principles to engineering systems and problem solving. Topics covered include: sonic velocity and compressible flow through nozzles, reciprocating and rotary compressors, availability and irreversibility in systems and processes, cycles, psychometry of air conditioning, thermodynamic relations and the generalized compressiblity charts, chemical reactions and equilibrium."
Mechanical and Materials Engineering 4499,MECHANICAL ENGINEERING DESIGN PROJECT,"Students develop and practice engineering design skills by working on a team-based project. The students will experience all phases of the design process, including: problem definition, generation and evaluation of concepts,engineering analysis and testing, and preparation of design documentation. Project management and communications skills are emphasized."
Engineering Leadership and Innovation 4110F/G,"ENGINEERING ETHICS, SUSTAINABLE DEVELOPMENT AND THE LAW","This course will cover professionalism, ethical theory, the code of ethics and enforcement; the environment; and contracts and risk."
Chemical and Biochemical Engineering 4421A/B,INTRODUCTION TO BIOMATERIALS ENGINEERING,"An introduction of materials science and engineering topics. 2. The four materials classes (metals, ceramics, polymers, composites) will be addressed with emphasis upon the material types and material properties pertinent to their use in implanted medical devices. 3. The structure and properties of biologic tissues and biocompatibility. 4. Specific implant applications will be addressed."
Medical Biophysics 3507G,ANALYSIS OF OXYGEN TRANSPORT IN BIOLOGICAL SYSTEMS,"The application of physics and mathematics for modeling oxygen transport. Emphasis on problem solving and simple MATLAB computer models for enhancing the students' interpretation of analytical solutions. Topics include the Krogh-Erlang capillary model, microvascular blood flow, oxygen diffusion in thin tissues and tumors, and finite difference models in unsteady-state systems."
Medical Biophysics 3645A/B,INTRODUCTION TO BIOMEDICAL OPTICS,"An introduction to the physical and biophysical principles underlying the methodology and technology for the medical uses of light including diagnostic and therapeutic applications. Specific areas will include: instrumentation which involves light detection and analysis, light spectroscopy which involves photodynamic therapy and diffuse optical tomography and optical imaging."
Medical Biophysics 4475A/B,MEDICAL IMAGING,"Physical principles underlying medical imaging. Modalities covered: x-rays, computed tomography, nuclear medicine, ultra-sound, and magnetic resonance imaging. Topics include signal generation, detection and the associated mathematics to produce medically useful images, and factors affecting resolution and sensitivity."
Medical Biophysics 4535A/B,HEMODYNAMICS,"Biophysics related to blood flow: Biomechanical properties of blood, heart, arteries, and veins; pressure, flow, and Poiseulle's law; optimality principles; fluid flow conservation laws and their mathematical description; pulsatile flow in rigid vessels; wave propagation in elastic vessels; structure and blood rheology of the microcirculation; oxygen delivery and flow regulation."
