Course Number,Course Name,Course Description
MECH 392,Manufacturing Processes,"Manufacturing characteristics of materials and their control. Metal forming processes, plastic deformations, rolling, forging, drawing, extrusion, sheet metal forming. Machining processes and machine tools, turning, milling, drilling, grinding. Metal fabrication, welding and casting. An introduction to process planning. This course is not eligible for Credit/D/Fail grading. [2-0-0]"
MECH 463,Mechanical Vibrations,"Theory of vibration of mechanical systems. Undamped 1 degree of freedom vibration, forced vibrations and resonance, damping, multiple degree of freedom systems, mode shapes and orthogonality, continuous systems, vibration measuring instruments and frequency spectrum analysis. This course is not eligible for Credit/D/Fail grading. [3-2*-1] Prerequisite: One of MECH 224, MECH 260."
APSC 450,Professional Engineering Practice,"Legislation affecting the practice of engineering; ethical principles and responsibilities. Management of engineering enterprises; labour relations, safety and environmental legislation. Restricted to engineering undergraduate students in the final year of their program. This course is not eligible for Credit/D/Fail grading. [2-0-0]"
CPEN 333,System Software Engineering,"Use of operating systems abstractions; real-time systems; principles of concurrent and multi-threaded programming; information structures; introduction to object oriented analysis; design, and modelling using UML; software testing. This course is not eligible for Credit/D/Fail grading. [3-2-0] Prerequisite: One of CPSC 259, CPEN 223."
MECH 420,Sensors and Actuators,"Measurement of motion, stress, force, torque, temperature, flow and pressure; principles of sensors and signal conditioning methods; selection and sizing of actuators. This course is not eligible for Credit/D/Fail grading. [2-2-0] Prerequisite: All of MECH 360, MECH 463, MECH 366 and one of ELEC 343, EECE 376."
MECH 421,Mechatronics System Instrumentation,"Architecture of mechatronics devices; integration of mechanical, electronics, sensors, actuators, computer and real time software systems; PLC and PC based systems; discrete and continuous automation system design. This course is not eligible for Credit/D/Fail grading. [2-2-2] Prerequisite: MECH 366. Corequisite: MECH 420."
MECH 423,Mechatronic Product Design,"Design of mechatronic systems for industrial and human-centric applications; compliant structures; electronic circuits to interface with sensors and actuators; embedded systems; precision timing and control; data acquisition and processing; user interfaces; and product innovation. This course is not eligible for Credit/D/Fail grading. [2-3-1] Prerequisite: All of MECH 366, ELEC 302, CPEN 312 and 4th year standing. Corequisite: CPEN 333."
MECH 431,Engineering Economics,"Discounted cash flows. Sources of funds, cost of capital. Effects of depreciation, taxes, inflation. Evaluation and comparison of economic models for engineering projects. Replacement decisions. Public project analysis. Risk analysis. Project control, inventory analysis, simulation. This course is not eligible for Credit/D/Fail grading. [3-0-0]"
MECH 458,Mechatronics Design Project,"A capstone design program designed to give students experience in the design/development of practical mechanical and mechatronics devices. Projects are provided by local industry and engineering research laboratories. Credit will be granted for only one of MECH 453, MECH 454, MECH 457, MECH 458, MECH 459, or APSC 496. This course is not eligible for Credit/D/Fail grading. [1-2-2; 1-2-2] Prerequisite: All of MECH 325, MECH 328, MECH 360 and fourth-year standing in the Mechatronics Option."
MECH 467,Computer Control of Mechatronics Systems,"Block diagrams and transfer functions, continuous and discrete domain transformations, feedback control system characteristics, control design in both continuous and discrete domain, absolute and relative stability, laboratory examples of Mechatronic systems design. Credit cannot be obtained for both MECH 466 and MECH 467. This course is not eligible for Credit/D/Fail grading. [3-2*-2] Prerequisite: One of MECH 366, MANU 386."
