Course Number,Course Name,Course Description
MECH 481,Aerodynamics of Aircraft I,"Analysis of airfoils and wings. Potential flow, thin airfoil theory, lifting line analysis of wings. Predicting viscous drag. Numerical methods for analysis and design of airfoils and wings. Use of wind tunnels for experimental study of aerodynamics. This course is not eligible for Credit/D/Fail grading. [3-1*-0] Prerequisite: MECH 380."
APSC 450,Professional Engineering Practice,"Legislation affecting the practice of engineering; ethical principles and responsibilities. Management of engineering enterprises; labour relations, safety and environmental legislation. Restricted to engineering undergraduate students in the final year of their program. This course is not eligible for Credit/D/Fail grading. [2-0-0]"
MECH 431,Engineering Economics,"Discounted cash flows. Sources of funds, cost of capital. Effects of depreciation, taxes, inflation. Evaluation and comparison of economic models for engineering projects. Replacement decisions. Public project analysis. Risk analysis. Project control, inventory analysis, simulation. This course is not eligible for Credit/D/Fail grading. [3-0-0]"
MECH 453,Aerospace Design Project,"A capstone course to provide students experience in the design/development of practical mechanical and aerospace devices. Projects are provided by local industry and engineering research laboratories. Credit will be granted for only one of MECH 453, MECH 454, MECH 457, MECH 458, MECH 459, or APSC 496. This course is not eligible for Credit/D/Fail grading. [1-2-2; 1-2-2] Prerequisite: All of MECH 327, MECH 328, MECH 360 and fourth-year standing in the Aerospace Option."
APSC 496,Interdisciplinary Engineering Design Project,Projects involving students from several departments. This course is not eligible for Credit/D/Fail grading.
MECH 462,Finite Element Analysis,"Theory and element selection. Virtual work and weighted residual formulation. Linear elastic analysis. Heat transfer analysis. Isoparametic elements. Development of computer programs for simple problems. Utilization of existing computer packages. Application to mechanical engineering problems. This course is not eligible for Credit/D/Fail grading. [2-3*-0] Prerequisite: Either (a) all of MECH 360, MECH 375 or (b) all of MECH 360, MTRL 264."
MECH 463,Mechanical Vibrations,"Theory of vibration of mechanical systems. Undamped 1 degree of freedom vibration, forced vibrations and resonance, damping, multiple degree of freedom systems, mode shapes and orthogonality, continuous systems, vibration measuring instruments and frequency spectrum analysis. This course is not eligible for Credit/D/Fail grading. [3-2*-1] Prerequisite: One of MECH 224, MECH 260."
MECH 477,Aerospace Propulsion,"Cycle analysis of jet engines, thermodynamic cycles, mechanics and thermodynamics of combustion, components and the performance characteristics of chemical rockets. The detailed analysis of operating characteristics of turbojet, turbofan, turboprop, afterburning, and ramjet propulsion systems. This course is not eligible for Credit/D/Fail grading. [3-0-0] Prerequisite: All of MECH 327, MECH 375, MECH 380."
MECH 479,Introduction to Computational Fluid Dynamics,"Techniques for numerical solution of ordinary and partial differential equations, including an introduction to the finite difference, finite volume and finite element approaches. Simulation of laminar and turbulent flows, including common turbulent models. Validation techniques. This course is not eligible for Credit/D/Fail grading. [3-1-0] Prerequisite: MECH 380."
MECH 484,Aircraft Design: Aerodynamics,"Aircraft performance, stability and control, loading and air worthiness. Detailed example. This course is not eligible for Credit/D/Fail grading. [2-2-0] Corequisite: MECH 481."
MECH 485,Aircraft Design: Structures,"Structural components of aircraft, introduction to the finite element method, bending and buckling of thin plates. Design of aircraft wing and fuselage structures, moments of inertia for complex shapes. This course is not eligible for Credit/D/Fail grading. [3-0-1]"
MECH 489,Experimental Thermofluids,"Experimental uncertainty. Design of experiments. Test facilities. Temperature and pressure measurement techniques and instrumentation. Velocity and flow rate measurement techniques. Flow visualization. Case studies of industrial and research experimental practice. Credit will be granted for only one of MECH 489 or MECH 582. This course is not eligible for Credit/D/Fail grading. [3-2-0] Prerequisite: All of MECH 375, MECH 380."
MTRL 494,Composite Materials,"Understanding the properties and the mechanical behaviour of composite materials with emphasis on analysis, design, and manufacturing. This course is not eligible for Credit/D/Fail grading. [3-0-0]"
