Course Number,Course Name,Course Description
MECH 423,Introduction to Microsystems,"This course will deal with the practical engineering aspects of micro-machining technologies and microsystems. The contents will include: scaling issues, microfabrication technologies and production methods, classification and analysis of Microsystems (including microsensors, microactuators, RF switches, micromirrors, and other micromechanisms), the integration of devices into Microsystems (both assembly and interfacing). Micro-machining will be compared and contrasted to both micro-electronics and traditional macro-machining. The development and use of Microsystems simulation and design tools will be covered as well."
MECH 424,NOT OFFERED 2020-2021 - Sustainable Product Design,"This course deals with sustainable product design and manufacture. Topics include: product Life Cycle Analysis issues; Streamlined Life Cycle Analysis and international Life Cycle Analysis standards; Energy, Global Warming Potential, Green House Gas and carbon emission issues (including energy needs in product design and manufacturing); Carbon footprint, basic chemistry of carbon emissions, international standards for carbon emissions signatures. Design topics include: product design for manufacture and assembly, design for disassembly and design for environment. Product end-of-life considerations include: recycling, remanufacture and reuse. Students will complete several open ended projects. Guest speakers will be included where possible."
MECH 430,NOT OFFERED 2020-2021 - Thermal Systems Design,"This course is concerned with the technical, economic and environmental aspects of conventional and novel methods of energy supply and use. Emphasis will be placed on the analysis and design of thermal systems. Topics include: electric utility demand and supply; the analysis of thermal power generation systems including combined cycle and cogeneration plants; emission control; alternative energy systems. A group project related to the design of a thermal system will form a significant portion of this course. NOTE: Limited enrollment."
MECH 435,Internal Combustion Engines,"This course covers all aspects of the design and operation of internal combustion engines. Principles of thermodynamics and fluid mechanics are used in the analysis of internal combustion engines. Course content includes discussions on both spark ignition and compression ignition (diesel) engines with special emphasis placed on new engine technologies. Intake, in-cylinder and exhaust flows are considered along with various aspects of combustion phenomenon relevant to engines. This course includes a laboratory involving engine performance measurements made using a dynamometer."
MECH 437,Fuel Cell Technology,"Introduction to and history of various fuel cell systems. Fuel cell fundamentals including thermodynamics, electrode kinetics, fuel cell performance and transport issues. Systems covered include Polymer Electrolyte Membrane (PEMFC), Direct Methanol (DMFC), Alkaline (AFC), Solid Oxide (SOFC), and Molten Carbonate (MCFC). Fueling processing issues and combined heat and power systems. Overview of the current fuel cell industry."
MECH 439,Turbomachinery,"Fluid mechanics and thermodynamics applied to turbomachines; dimensionless performance characteristics; momentum and energy equations; thermodynamics and efficiencies; cascade aerodynamics; compressors and turbines, reaction and stage loading; radial equilibrium; radial flow machines; application of generalized performance to choice of compressors; mechanical details and auxiliary systems."
MECH 441,NOT OFFERED 2020-2021 - Fluid Mechanics III,"Topics will include: Derivation of equations of motion for incompressible fluids; exact solutions for laminar flows; stability and transition; introduction to turbulence, including turbulent boundary layers, jets, wakes and mixing layers; drag reduction; introduction to the modelling of turbulence."
MECH 444,NOT OFFERED 2020-2021 - Computational Fluid Dynamics,"This course provides an overview of, and hands-on experience in, the numerical modelling of fluid flows. Finite volume, finite difference and finite elements methods are introduced. Students are expected to gain critical insight into the capabilities and limitations of fluid flow models by numerically simulating various engineering flows and by doing a term project. Topics include: comparison of numerical, experimental and analytical methods in fluid mechanics, numerical grids and their generation, flow equations and their discretization, solution techniques, turbulence modelling and data presentation. Features of commercial codes are critically reviewed."
MECH 448,Compressible Fluid Flow,Introduction and review of work done in earlier courses; basic equations for one-dimensional compressible flow; isentropic one-dimensional flow; steady and unsteady normal shock waves; oblique shock waves; steady and unsteady expansion waves; two-dimensional isentropic flow; nozzle flows; effects of friction and heat transfer; boundary layer flow; design of aircraft engine intake systems; design of supersonic wind-tunnels and shock tubes. Students are expected to have knowledge of fluid mechanics typically acquired in MECH 241/MECH 341. Those who have not taken these or similar courses will need to prepare through self study.
MECH 452,Mechatronics Engineering,"This is a course in mechatronic systems design. Mechatronics Engineering, an integration of computer, electrical and mechanical engineering, is studied in a series of workshops that focus on electronics, microcontrollers, programmable logic controllers and mobile robots. The lectures provide the theoretical background to the workshops, and include discussion of related industrial and commercial applications. The knowledge and experience gained in the lectures and workshops is applied to a team design project. Students will use their knowledge of electric circuits, microcontrollers and control systems typically acquired in MECH 210, MECH 217 and MECH 350."
MECH 455,Computer Integrated Manufacturing,"The course will focus on the integration of facilities (machine tools, robotics) and the automation protocols required in the implementation of computer integrated manufacturing. Specific concepts addressed include flexible manufacturing systems (FMS); interfaces between computer aided design and computer aided manufacturing systems; islands of automation."
MECH 456,Introduction to Robotics,"This course will cover the following topics in the field of robotics: historical development; robot components (sensors, actuators, and end effectors, and their selection criteria); basic categories of robots (serial and parallel manipulators, mobile robots); mobility/constraint analysis; workspace analysis; rigid body kinematics (homogeneous transformation, angle and axis of rotation, Euler angles); manipulator kinematics and motion trajectories (displacement and velocity analyses, differential relations, Jacobian matrix); non-redundant and redundant sensing/actuation of manipulators; manipulator statics (force and stiffness); singularities; and manipulator dynamics."
MECH 461,Research Project,This course provides an opportunity for students to work individually on an engineering research project with staff members of the Department. The topic is selected by the student in consultation with a Department supervising faculty member by the end of the Fall term. The projects are laboratory-based to be completed by the end of the Winter term with a major report and presentation of the work.
MECH 462,Team Project - Implement and Operate,"This course is intended to enable team projects that started in MECH 460, to continue to the ""implement and operate""ù phases of the design cycle. However, new projects can be the subject of MECH 462 as long as they meet the ""implement and operate""ù objectives of the course. An engineering report is prepared and defended. The presentation is normally supported by a working prototype or physical mock-up of the design. Testing a process or system can replace the building of a prototype. Choices of available projects are limited and should be discussed with the instructor."
MECH 465,Computer-Aided Design,"Concept of computational design including the choice of the objective function, equality and inequality constraints, and analysis methods; one-dimensional search methods, sensitivity analysis, and the steepest descent method. The principles of the finite element method and its application to stress analysis of mechanical components.The prerequisite may be waived for students with a strong background in solid mechanics from other courses. NOTE: Enrolment is limited."
MECH 480,Airplane Aerodynamics and Performance,"A technical course on the principles of flight. Techniques for the quantitative prediction of the aerodynamic characteristics of the wing will be described. Extensions to account for real-world effects will be discussed. These results will be used to predict the airplane performance (range, climb rate, maximum speed, etc.) The concept aerodynamic stability will be introduced and discussed. Students are expected to know MATLAB proficiently and have fluids knowledge typically acquired in MECH 241and MECH 341. Those who have not taken these or similar courses will need to prepare through self study."
MECH 481,NOT OFFERED 2020-2021 - Wind Energy,"An introductory course on wind-turbine operation and aerodynamics. Topics include: the Betz limit; the Blade Element Momentum method; characteristics of the atmospheric boundary layer; unsteady aerodynamic theory; gusts and blade aeroelasticity; blade noise and health effects; and wind-park siting and planning. Extension of some of these topics to small wind turbines, run-of-the-river water turbines and off-grid systems will also be presented. Students are expected to have sufficient experience with fluid dynamics equivalent to MECH 341. Those who have not taken such a course will need to prepare through self-study."
MECH 482,Noise Control,"An introduction to the principles of noise control. Topics include: basic properties of sound and noise, the measurement of noise, effects of noise on people, description of sound fields, acoustics of rooms and enclosures, acoustical materials and structures, and noise source identification. A coherent approach to the solution of noise control problems is stressed throughout the course."
MECH 492,NOT OFFERED 2020-21 - Biological Fluid Dynamics,"An introductorycourse on biological flows across a broad range of scales from flagellar motility tothe beating heart. Topics range from the dynamics of classical biomedical flows such asthecirculatory and respiratory systems. (e.g. wall compliance, pulsatility, and transition to turbulence) through to cellular-level motility and biopropulsion in general over a range of Reynolds numbers. Topics relating to comparative biology (e.g. allometry and evolutionary convergence) and common imaging techniques used for biological flows (e.g. acoustic, nuclear magnetic resonance, optical and x-ray techniques) will be covered as well.Students are expected to have sufficient experience with measurement science and fluid dynamics theory equivalent to MECH 217 and MECH 241. Those who have not taken such courses will need to prepare through self-study."
MECH 495,Ergonomics and Design,"This course provides an overview of ergonomic problems that are addressed in engineering design; including biomechanical, physical and physiological issues. Case studies will range from the design of vehicle cockpits to process control rooms, from industrial manual materials handling tasks to human directed robots, and from domestic tools to biomechanical devices."
MECH 470,Deformation Processing,"This course focuses on the elastic-plastic deformation of metals as it relates to the fabrication of stock materials, the manufacture of components and in-service material performance. Methods for describing and analyzing elastic-plastic behaviour, at both macroscopic and microscopic length-scales, are presented. Additional topics include the measurement and prediction of forming limits, the effects of deformation rate and temperature on plastic flow, and mechanisms of ductile failure. In the final portion of the course, the concept of microstructural design is introduced and then reinforced through a series of case studies."
MECH 476,Engineering of Polymers and Composite Materials,"This course introduces the microstructure-property-processing relationships needed to understand the applicability of polymers and composites to engineering design. The courses start with an introduction to the structure and properties of different polymers. The mechanics of polymers are covered including elasticity, rubber elasticity, pressure dependent yield and viscoelasticity. The mechanics of composites depend not only on the matrix, but also on the reinforcing phase. While focussing on polymer composites, metal and ceramic-based composites will also be introduced. Topics covered will include the influence of the interface, mechanical and transport properties and design of composites. The final goal is to correlate constitutive relations describing the time-temperature dependence of mechanical properties of polymers and composites to microstructure and linking these relations to practical design."
MECH 478,Biomaterials,"An introduction to the structure, properties and performance of biomaterials used for the construction of medical devices. Examples of biomaterials are bioactive ceramics, biodegradable polymers and advanced titanium-based alloys used for the construction of orthopedic implants. Topics covered will include surface and bulk properties of biomaterials and their impact on the clinical performance of implants. Discussion will focus on tissue-biomaterials interactions, biocompatibility and biodegradation. The course will also cover the current in-vitro and in-vivo testing methods for evaluating the long-term performance of biomaterials."
MECH 479,Nano-Structured Materials,"The majority of conventional materials have grain or crystallite sizes ranging from micrometers to several millimeters. Capabilities now exist to synthesize materials with grains where one or more dimension is on the nanoscale (less than 100 nm). As the grain size decreases, there is a significant increase in the volume fraction of grain boundaries or interfaces. This characteristic strongly influences the chemical and physical properties of the materials. For example, nanostructured ceramics are tougher and stronger than coarser grained ceramics, while nanostructured metals exhibit increases in yield strength and elastic modulus. It has also been shown that other properties (e.g. electrical, optical and magnetic) are influenced by a fine grain structure. The goal of this course is to introduce the student to the impact of length scale, from millimeter to nanometer, on material properties, with a primary but not exclusive focus on mechanical properties. It will include discussions on synethesis approaches as well as examples of applications."
MECH 483,Nuclear Materials,"A nuclear reactor presents a unique environment in which materials must perform. In addition to the high temperatures and stresses to which materials are subjected in conventional applications, nuclear materials are subjected to various kinds of radiation which affect their performance, and often this dictates a requirement for a unique property (for example, a low cross section for thermal neutron absorption) that is not relevant in conventional applications. The effects of the radiation may be direct (e.g., the displacement of atoms form their normal positions by fast neutrons or fission fragments), or indirect (e.g., a more aggressive chemical environment caused by radiolytic decomposition). This course describes materials and structures typically used in nuclear environments, their manufacture, the unique conditions to which they are subjected, the basic physical phenomena that affect their performance and the resulting design and operational requirements for reactor components. The course includes a field trips to components manufacturers and to Canada's national nuclear research laboratory."
MECH 484,DELETED - Introduction to Ceramics,"An introduction to the processing, structure and properties of advanced ceramics used for the design of components in electronic, automotive, aerospace, energy, mining and chemical and petrochemical industries. The emphasis is placed on understanding the relationship between microstructure and mechanical, electrical and thermal properties of ceramics. Ceramic systems and related devices which are discussed include electronic and ionic conductors, capacitors, transducers, varistors, and dielectric substartes. The effect of porosity, grain size and residual stresses on strength, elastic and fracture properties of isotropic and anisotropic ceramics is also discussed. Material transport mechanism and sintering of powder ceramics materials is covered with recent examples of forming and sintering of oxides, carbides and nitrides.  Jan. 2020Academic Units:Mathematics 0Natural Sciences 0Complementary Studies 0Engineering Science 30Engineering Design 12PREREQUISITE(S): MECH 370and MECH 371CloseClose"
CHEE 380,Biochemical Engineering,"Biochemical Engineering involves the application of Chemical Engineering principles and approaches to biologically-based systems and processes. Biochemical Engineering is central to the area of environmental engineering, and to biotechnology processes which produce pharmaceuticals, fine chemicals and genetically engineered products. The course involves a systematic and quantitative description of medium formulation and sterilization, microbial kinetics and bioreactor design, product isolation and purification, and examples of current industrial practices and processes."
CHEE 440,Pharmaceutical Technology,"Pharmaceutics and the industrial manufacture of pharmaceutical dosage forms are introduced. Topics include the design and preparation of a successful dosage form with respect to the route of administration, and large scale manufacture in a sterile and clean environment. Aspects of chemical kinetics, physical chemistry, physiology, cell biology, mass and heat transfer, and fluid dynamics will be described as they relate to the manufacture of effective dosage forms. This course applies engineering concepts, such as mass transfer, unit operations, thermodynamics, and basic chemistry and is recommended for students in their 3rd or 4th year of studies."
CHEE 450,DELETED - Engineering Biology,"Topics include: biosynthesis of biologically based products: properties of biologically active materials including enzymes, polynucleotides and polypeptides; enzyme reaction kinetics; cell and tissue growth and production kinetics; cell and tissue culture engineering; diffusion and reaction involved immobilized cells and enzymes; bioprocess instrumentation. The course project will require the design of a biological reactor or downstream unit operation, or the specification of instrumentation for a particular bioprocess. No"
CHEE 484,NOT OFFERED 2020-2021 Bioremediation,"Bioremediation as an option to treat contaminated soils and ground water. Advantages and disadvantages of bioremediation compared to nonbiological processes. Factors affecting choice of in situ or ex situ processes. Assessment of biodegradability; biostimulation vs bioaugmentation; mineralization vs. partial degradation; factors affecting microbial activity (choice of electron acceptor, toxicity of pollutant, C/N/P ratio, co-substrates, soil humidity, pH and temperature); bioavailability of pollutant. Biodegradation of specific contaminants (e.g. diesel fuel, polychlorinated biphenyls, dyestuffs, aromatic and polyaromatic hydrocarbons) will be studied in detail. The design component of this course consists of learning design of appropriate laboratory and field experiments to obtain data on microbial degradation of an organic pollutant to be able to calculate bioremediation design parameters such as mass and delivery rate requirements of electron acceptors and nutrients and degradation rates in reactor and non-reactor based systems; and to be aware of limitations of these calculations."
ELEC 408,Biomedical Signal and Image Processing,"This is an introductory course in biomedical signal and image processing. Topics include: biopotential generation; biosignal detection using metal electrodes; electrocardiogram; amplifiers and filter design for biosignal recording; and design consideration; 2D and 3D image formation; fluoroscopy, ultrasound, computed tomography, and magnetic resonance imaging; spatial and frequency""êdomain filtering and feature extraction; applications in diagnostics, therapeutics, and interventions."
MECH 494,NOT OFFERED 2020-2021 Kinematics of Human Motion,"In this course students will explore the application of classical mechanics to the analysis of human motion related to athletics, orthopaedics, and rehabilitation. The course covers the structure of human joints, including experimental and analytical techniques in the study of human joint kinematics; applications to the design of artificial joints and to clinical diagnosis and treatments. Students are introduced to the motion capabilities of the human body and how to develop and study kinematic models of the individual joints of the human body. Experimental methods used to collect kinematic data will be studied through interactive labs. Topics include defining body position and displacement, three dimensional representation of human motion, basic functional anatomy of individual joints, rigid body kinematics (homogeneous transformations, Euler angles, helical axis), intrajoint kinematics, joint modelling, articular surface motion. Three-dimensional kinematics of individual joints is emphasized from the perspective of total joint replacement design."
MECH 496,Musculoskeletal Biomechanics,"Develops approaches to musculoskeletal biomechanics, including experimental and analytical approaches to movement analysis, experimental instrumentation and devices, and biomechanical devices for musculoskeletal disorder rehabilitations. Analysis of the contribution of external loading, forces generated by muscles and constraints provided by other musculoskeletal structures to predict forces and stresses in musculoskeletal joints and tissues. Numerical and modelling approaches, including inverse dynamics, and optimization, and determination of segmental inertial properties. Biomechanical devices including upper limb and lower limb orthotics and prosthetics. Applications in orthopaedic engineering, movement assessment, ergonomics, joint injury and replacements, and biomechanical system design. Application of machine learning in biomechanics and human movement analysis. Students are presumed to have had a sound introduction to biomechanics, typically acquired from MECH 394."
ANAT 100,Anatomy of the Human Body,
APSC 250,Biology Through an Engineering Lens,"This course provides an introduction to biology and biochemistry, and their applications in cell-based engineering systems and processes. Students will obtain a basic background in biology, including the biology of bacteria, fungi, viruses and human cells. These concepts will be related to applications relevant to modern engineering and will be taught from a systems engineering perspective through the lens of societal need. This will include such applications as; bioremediation for the treatment of waste water, production of vaccines, biomedical and biomechanical devices, and regenerative medicine. While taught from an engineering perspective, the course would be relevant to any student interested in the application of biology, and is designed to provide relevant examples across multiple disciplines. The course assumes basic first year level science knowledge."
CHEE 340,Biomedical Engineering,"This course will provide students with a fundamental understanding of cell biology, human physiology and the application of engineering principles (momentum and mass transfer, mechanics, materials) for the solution of medical problems. Topics include: Cell Biology, Anatomy and Physiology, Transport Phenomena in the Body, Biomechanics, Materials in Medicine, and Regenerative Medicine and Tissue Engineering."
CHEE 342,Environmental Biotechnology,"This course gives a broad perspective of the use of microbial systems to treat environmental pollutants and of microorganisms as potential environmental contaminants. Biogeochemical cycles and their applications to processes such as the desulphurization of coal and crude oil, biocorrosion, mineral (eg. uranium, copper and iron) leaching, the degradation of organic compounds, and nitrate removal from drinking water will be studied. Microbial waste disposal systems such as composting and soil bioremediation and the role of biotechnology in waste minimization will be examined. Microorganisms found in air, soil and water, their detection, enumeration and control will be discussed."
CHEE 370,Deleted - Waste Treatment Processes,"The sources and characteristics of liquid waste streams emanating from chemical and related industries are reviewed as the basis for developing appropriate abatement and treatment strategies. Treatment processes utilizing individual operations as well as integrated systems of physical, chemical and biological treatment are covered. Waste treatment process designs and sensitivity analyses of alternatives are undertaken with the help of Computer Aided Design software. Canadian guidelines, regulations and industrial case studies are presented.  Deleted 2016-2017Academic Units:Mathematics 0Natural Sciences 0Complementary Studies 0Engineering Science 17Engineering Design 25PREREQUISITE(S): CHEE 221or MINE 201, or permission of the departmentEXCLUSION(S): CIVL 372, CIVL 470CloseCloseCloseClose"
CHEE 371,Mitigation of Industrial Pollution,"Sources and characteristics of waste streams emanating from chemical and related industries are reviewed as the basis for developing appropriate abatement and treatment strategies. Treatment processes utilizing individual operations as well as integrated systems of physical, chemical and biological treatment are covered. Treatment process designs and sensitivity analyses of alternatives are undertaken for case studies involving industrial solid, liquid and gaseous wastes. Canadian guidelines and regulations are presented and implemented within the context of environmental and human health."
CHEE 412,Transport Phenomena,"The transport phenomena approach is followed to study and analyze transport of momentum, energy and mass, with special focus on combined transport problems. Solutions are developed for problems involving steady-state and unsteady flows, isothermal and non-isothermal conditions, as well as non-Newtonian liquids. This course completes the students' intellectual training in the transport sciences culminating in their mastery of combined transport problems, including fluid flow with heat transfer, or mass transport with fluid flow, or heat transfer with mass transport."
CHEE 363,Electrochemical Engineering*,"This engineering science course covers aspects of technological applications of electrochemistry. It can be considered as overlap between electrical engineering, electrochemistry and chemical engineering. &nbsp;The course addresses the following 7 major topics of electrochemical engineering: 1) Introduction into Electrochemical Engineering and Systems: Characteristics, Charge Conservation, Faraday&rsquo;s Law; 2) Elements of Electrochemical Systems I. Electrolytes: Transport processes, electrolyte conductivity, pH and buffer solutions; 3) Elements of Electrochemical Systems II. Electrodes: Electrochemical Thermodynamics, Nernst Equation, Reference Electrodes, Cell Potential, Electrochemical Kinetics; 4) Electrical Double Layers: Theory & Models, Electrokinetic Phenomena; 5) Electrochemical Characterization Methods: Cyclic Voltammetry, Electrical Impedance Spectroscopy; 6) Electrochemical Energy Engineering: Batteries, Fuel Cells, Electrical & Electrochemical Capacitors;&nbsp; 7) Industrial Electrochemical Processes: Fundamentals, Reactor Design & Parameter, Chlor-Alkali Process, Electrochemical Extraction of Metals, Hall-Heroult Process. *Changed from CHEE 461 to CHEE 363 Jan. 2019"
CIVL 371,Groundwater Engineering,"This course introduces students to the fundamentals of groundwater systems with an emphasis on the engineering design of extraction systems for water supply, site dewatering, and parameter estimation tests. Source water protection methods will be discussed. Equations governing the flow of groundwater, flownets, and capture zones are presented. Detailed case histories are presented. Laboratories make extensive use of commercial grade software for surface and groundwater flow simulation."
CIVL 372,Water and Wastewater Engineering,"The focus of this course is to introduce water and wastewater engineering systems through active learning strategies and hands-on lab experiences. Students will have the opportunity to learn about environmental indicators/measurements/guidelines, reactors, engineered and natural systems, biological and chemical reactions, mass and energy balances, risk assessment, life cycle assessment, and environmental and human health impact assessment. These concepts will allow students to assess a variety of aspects of environmental engineering and design."
CIVL 471,Subsurface Contamination,"This course deals with subsurface contamination by hazardous industrial liquids such as PCB oils, gasoline, jet fuel, chlorinated solvents and coal tars. The fundamentals of multiphase/multicomponent flow and transport in soil and groundwater are outlined followed by specific treatment of both dense and light non-aqueous phase liquids. The course will examine the subsurface distribution of these liquids, site characterization methods, indoor air intrusion, regulatory apsects, remediation technologies, and selected case histories."
CIVL 473,Water Resources System,"This course will present concepts and tools for designing and modelling large-scale water resources systems in urban catchments. Focus will be placed on the design and analysis of urban drainage systems and urban water supply/distribution systems at the catchment level. Hydrologic, hydraulic, and statistical modelling tools used in industry will be used to evaluate the performance of water resources systems. Topics will include: the urban water cycle, environmental considerations in master planning of drainage and water supply systems, climate change impacts on water resources systems, floodplain analysis and flood control, statistical analysis of rainfall and stochastic hydrology, continuous simulation modelling, planning and modelling of large-scale urban drainage systems, planning and modelling of large-scale water distribution systems, reliability analysis and water quality analysis of water distribution systems, and the master planning process for urban drainage and drinking water systems."
ELEC 271,Digital Systems,"Boolean algebra applied to digital systems; logic gates; combinational logic design; electronic circuits for logic gates; arithmetic circuits; latches and flipflops, registers and counters; synchronous sequential logic and state machine design; implementation in programmable logic chips."
