Course Number,Course Name,Course Description
ECE216,Electricity and Magnetism,"Electric charge, Coulomb's Law, electrostatic forces, electric field, Gauss's Law, electric potential, stored energy. Electric current, conduction in a vacuum and in material media, displacement current, magnetic field of a current, force on a current carrying wire, magnetic induction, electromotive force, energy stored in a magnetic field. Magnetism and magnetic circuits. Time varying fields. Capacitance, resistance, inductance, and their characterization. Transmission lines."
ECE250,Linear Circuits I,"Circuit analysis and design techniques. Resistors, sources, Kirchoff's voltage and current laws. Theorems: linearity, superposition, Thevenin, Norton. Node and loop analysis. Capacitors and inductors, series and parallel connections, stored energies. Analysis of first- and second-order circuits. Forced and natural responses. Phasors, impedance and admittance. Network theorems using phasors. Series and parallel resonance. RMS quantities, complex power. Maximum power transfer. Three-phase circuits, Y- and Delta-loads."
ENGR297,Technology and Society,"Introduction to the effects of technology on society including the ethical, environmental, cultural, social, economic and political issues raised by technological change. The concepts of sustainability, civil society, engineering law (negligence and product liability torts, contract law and consumer protection statutes) and environmental stewardship are addressed in the context of systems engineering design."
MATH200,Calculus III,Vectors and vector functions; solid analytic geometry; partial differentiation; directional derivatives and the gradient vector; Lagrange multipliers; multiple integration with applications; cylindrical and spherical coordinates; change of variables; surface area; introduction to line and surface integrals.
MATH204,Calculus IV,"Vector fields; div, grad and curl operators; line integrals; Green's Theorem; surface integrals; flux; Divergence Theorem; Stokes' Theorem; multivariate Taylor series; Fourier series; first and second order differential equations with applications; variation of parameters; reduction of order; power series solutions about ordinary points; Laplace transform."
MECH200,"Engineering Drawing, CAD and Manufacturing","Sketching, orthographic and isometric projections, multiple and sectional views, dimensioning and tolerancing, part and assembly drawings; 3D geometric modelling and engineering drawing generation using CAD software; introduction of manufacturing processes and machining operations, design for manufacturing and assembly, metrology, inspection; and machine shop practise through hands-on experience."
MECH220,Mechanics of Solids I,"Review of bending moment and shear force diagrams for beams. Introduction of stress and strain; axial loading, torsion, pure bending and transverse loading. Status failure and factors of safety. Stress and strain transformation in two dimensions. Mohr's circle. Beam deflection, stability of columns. Energy methods."
MECH240,Thermodynamics,"Properties and states of simple substances, P-v-T processes, equations of state, ideal gas law, first law of thermodynamics, control volume and control mass analyses, first law thermal efficiency, simple steady flow devices, heat engines, refrigerators, heat pumps, Carnot cycle, entropy, principle of increase of entropy, second law of thermodynamics, reversibility."
MECH242,Dynamics,"Kinematics and dynamics of rigid bodies; analysis of planar rigid body motion using translating and rotating axes; two-dimensional rigid body dynamics using force/acceleration, work/energy and impulse/momentum methods; applications to one degree of freedom planar mechanisms and vibrations; introduction to three-dimensional rigid body dynamics."
MECH285,Properties of Engineering Materials,"Atomic structure, arrangement and movement; microstructural development and heat treatment; physical properties of ferrous and nonferrous metals, semiconductors, ceramics, polymers and composites; corrosion and mechanical properties."
STAT254,Probability and Statistics for Engineers,"Probability axioms, properties of probability, counting techniques, conditional probability, independence, random variables, discrete and continuous probability distributions, expectation, variance; binomial, hypergeometric, negative binomial, Poisson, uniform, normal, gamma and exponential distributions; discrete and continuous joint distributions, independent random variables, expectation of functions of random vectors, covariance, random samples and sampling distributions, central limit theorem; point and interval estimation; hypothesis testing; linear regression and correlation."
CSC349A,Numerical Analysis,"An introduction to selected topics in Numerical Analysis. Typical areas covered: error analysis, roots of equations, systems of linear equations, linear programming, interpolation, numerical integration, and ordinary differential equations."
ECE365,Applied Electronics and Electrical Machines,"Characteristics of electronic devices including diodes, bipolar junction transistors and operational amplifiers; analysis of practical electronic circuits such as rectifiers, voltage regulators, amplifiers and filters; fundamentals of electromechanical energy conversion; transformers and actuators; operating principles of rotating electric machines: dc machines and ac machines."
ECON180,Introduction to Economics and Financial Project Evaluation,"A concentrated introduction to principles of economics, project management, and financial project evaluation and selection for Engineering students. Economics topics include supply and demand, multipliers and tax incidence. Financial project evaluation topics include discounted cash flow, benefit-cost analysis, financial accounting, and decision-making considering depreciation, inflation, taxes and risk. Project management topics include work breakdown structures, the critical path method and crashing. Assumes competency in calculus, algebra and familiarity with computer spreadsheet software."
MECH320,Mechanics of Solids II,"Theory of stress and infinitesimal strain in three dimensions, stress and strain tensors and equilibrium equations. Theory of elasticity in Cartesian polar coordinates and its application to curved beams, torsion of prismatic bars, thick walled cylinders, axisymmetrical loaded disks, and plate theory. Introduction to fracture mechanics and to finite element analysis of frames and trusses."
MECH330,Introduction to Mechanical Vibrations,"Vibrations of single degree of freedom systems; free undamped and damped vibration characteristics, harmonic forcing, frequency response functions, Fourier series method for periodic forcing. Multi degree of freedom systems; frequencies and modes analysis, matrix methods, and orthogonality of modes. Free and forced vibration characteristics of undamped and damped multi degree of freedom systems. Applications in vibration isolation and control."
MECH335,Theory of Mechanisms,"Types of mechanisms. Analysis of the kinematics of closed loop linkages using graphical, vector and complex number methods. Follower motion synthesis and design of cam profiles. Gear terminology and the analysis of gear trains. Analysis of static and dynamic loading of mechanisms; flywheel design. Introduction to linkage synthesis, spatial open loop mechanisms with applications to manipulators."
MECH345,Mechanics of Fluids,"Properties of fluids. Basic flow analysis techniques. Basic concepts: velocity field, stress, flow patterns, classification of fluid motion. Fluid statics: pressure distribution; hydrostatic forces on submerged surfaces; buoyancy and stability. Integral analysis of fluid motion: conservation of mass, momentum balance, energy balance. Dimensional Analysis and Similitude. Laminar and turbulent flow in pipes and pipe systems. Laminar and turbulent boundary layers, flow around bodies, lift and drag."
MECH350,Engineering Design,"Design methodology; recognizing and defining open-ended engineering problems, problem definition, concept generation, project planning, modelling, analysis, decision making, design synthesis, prototyping and testing. Students complete a series of design oriented projects in small teams to develop teamwork skills."
MECH360,Design of Mechanical Elements,"Quantitative design methods; review of stress analysis, load determination and static failure theories; fatigue failure arising from time-varying loads; design of specific machine elements: shafts, bearings, gears, screws and fasteners, clutches and brakes; life cycle design methods."
MECH380,Automatic Control Engineering,"Modelling dynamic systems (linear systems and feedback control). Transfer function based analysis and design (transfer functions, root-locus, stability, transient responses). Frequency characteristics design methods (frequency responses, stability, gain and phase margins, system compensation). State-space design methods (state transition matrix, state feedback and shaping dynamic responses; linear observers)."
MECH390,Energy Conversion,"Thermal power generation, vapour and gas cycles, refrigeration and heat pumps. Compressible flow. Non reacting gas mixtures and psychometrics. Reacting mixtures, combustion. Exergy (ability to produce work) and second law analysis."
MECH395,Heat Transfer,Heat transfer modes. Analysis of steady and transient conduction in solids. Principles of convection: heat transfer under laminar and turbulent flow over flat plates and around bodies; convective heat transfer inside pipes. Thermal radiation physics and radiation between multiple black and gray surfaces.
ENGR446,Technical Report,"A major technical report demonstrating written communication and analytical skills. Includes development and approval of topic, adherence to reporting guidelines and management of time constraints."
ENGR498,Engineering Law,"Sources and classification of law; professional engineering legislation, registration and discipline; introduction to tort law including negligence; introduction to contract law including employment law. Ethics in professional practice."
MECH400,Capstone Design Project,"Complete design of a product or a system; specification of function, analysis, selection of materials, strength calculations, preparation of working drawings, cost analysis and tenders, preparation of final design report and symposium presentation of final design. Weekly seminar series featuring topics related to design, safety, marketing and management."
MECH462,Small Business Startup and Organization,"Development and analysis of business plans with applications to engineering; Principles of entrepreneurship and business startup; Business model canvas and strategy. Market research, analysis and building financial projections; Pivoting concept, and venture intelligence quotient. Modern finance and fundraising methods. Includes a significant team-based business-planning project, and final project presentation."
MECH410,Computer-Aided Design and Engineering,"Fundamentals of computer graphics; geometric modeling of solids and curved surfaces of mechanical parts; part and assembly drawing generation; integrated CAD/CAE/CAM system for modelling, simulation, analysis using FEA and CFD, CNC tool path generation and design optimization; input and output of CAD systems, data management and customization of CAD/CAE/CAM systems."
MECH442,"Heating, Ventilation and Air Conditioning","Theory and analysis of standard HVAC components and systems. Review of thermodynamics and multimode heat and mass transfer. Thermal comfort, sensible heat and heating and cooling loads for buildings. HVAC system needs and classifications. Review of fluid mechanics, fan and duct design, energy conservation and green design principles."
MECH455,Instrumentation,"Overview of fundamental issues associated with measurement systems; response of 0th, 1st, and 2nd order systems, components in a measurement system, effects of digitization, sampling, aliasing, noise, quantization error. Frequency Response Function, voltage conversion, loading effects and filtering. Sensors and transducers for common physical measurements, including Optical techniques and sensors. Laboratories incorporate all elements of the lectures, with students designing and building complete measurement systems with digital acquisition."
MECH458,Mechatronics,Introduction to mechatronic systems; modelling of mixed mechatronic systems; microcontroller programming and interfacing; data acquisition; sensors and actuators; control architectures and case studies in mechatronics systems.
MECH460,Computer-Aided Manufacturing,"Introduction to machining operations features of numerically controlled machine tools, and types of CNC programming. Manual part programming with G-codes, canned cycles, subprograms, and simulation program. NC machine tools and control and machine tool kinematics. CNC machining of curved surfaces, and surface machining strategies. Rapid prototyping or 3D printing. Machining mechanics and dynamics"
MECH475,Aircraft Design,"Flight vehicle conceptual and preliminary design. Market analysis. Mission requirements, sizing, trade-offs. Aircraft general arrangement, fuselage, wing, empennage, landing gear design. Weight and balance. Stability and control. Drag polar. Aircraft structural arrangement, maneuvering envelope. Project."
MECH493,Design of Thermo-Fluid Systems,"An advanced design course in thermofluids systems. Groups of three or four students select project topics that involve the design of thermofluids systems such as power generation and refrigeration cycles, pump and piping systems, heat exchangers and heat exchanger networks, and air-conditioning and heating systems. Alternatively, students can propose their own projects in other areas of thermofluid systems."
MECH420,Finite Element Applications,"Formulation and application of the finite element method for modelling mechanical systems, including stress and vibration problems; stiffness method, stiffness and mass matrices, generalized force, numerical procedures; development of simple programs and exposure to general purpose packages."
MECH466,Microelectromechanical Systems,"Principles of MEMS theory, design and fabrication. Topics include: scaling law principles: micro-mechanical structures for sensing and actuation; electrostatic, micro-thermal, piezoresistive, piezoelectric and micro-magnetic devices; micro-fluidics; micro-optics; microassembly and packaging. Case studies of MEMS device operation and micro-fabrication."
MECH495,Computational Fluid Dynamics and Heat Transfer,Methods of predictions and historical perspective; governing differential equations of heat transfer and fluid flow; finite difference methods; discretization schemes; application to heat conduction problems; introduction to control volume formulation for fluid flow and to turbulence modelling; accuracy and convergence considerations. Individual term projects using a CFD program.
MECH497,Green Vehicle Technology Project,"General background of Hybrid Electric Vehicle (HEV) technologies; green vehicle technology training by industry experts; design using advanced modeling and simulation tools; design, analysis, prototyping and testing of vehicle subsystems or key components for green vehicle technology development. Each student presents a complete report at the end of the term and makes an oral presentation of the findings."
MECH472,Introduction to Electron Microscopy,"An introduction to Scanning Electron Microscopy, Transmission Electron Microscopy, Analytical Electron Microscopy and Electron Diffraction used for the characterization of advanced materials and their atomic structures."
MECH473,Ferrous and Non-Ferrous Metals,"Mechanical, thermal, electrical, photonic and magnetic properties of materials, the iron-carbon and iron-cementite phase diagrams; nucleation and growth of microstructural constituents; the martensite phase transformation; time-temperature-transformation (TTT) curves; properties affected by quenching, tempering and annealing; alloy additions; structural, high strength and speciality steels; welding; tools and stainless steels; cast irons; superalloys; copper, aluminum, magnesium and titanium alloys; metal matrix composites."
MECH481,Biomaterials and Tissue Engineering,"Introduction to the types of biomaterials and their associated properties. Experimental characterization techniques including microscopy, detection of chemical compositions, protein adsorption and immunoreactivity. Methods for combining biomaterials with cells to engineer tissues."
MECH448,Introduction to Musculoskeletal Biomechanics,"Engineering analysis of musculoskeletal (MSk) systems. Study of basic MSk anatomy and nomenclature, effects of muscle, bone, tendons, and ligaments on MSk biomechanics. Biomechanical kinematic and force via first principles and spatial transformation methods. Technologies and methods used to assess MSk biomechanical variables. Applications of above concepts to computer assisted surgery and computational modelling."
MECH452,Microfluidics for Biomedical and Energy Applications,Transport phenomena in microscale. Fundamentals of microfabrication techniques for microfluidic devices. Flow control in microfluidic systems. Recent advances in designing microscale diagnostics and analytical systems. An overview of the applications of microfluidic systems in biology and the concept of organ-on-chip. An overview of the use of microscale technologies for energy applications.
MECH483,Mechanics and Energy Conversion for Living Cells,"Engineering introduction to cell architecture. Cell components and their functions. Families of molecules used by cells. The role of water in cell architecture. Proteins -the machine systems of cells. DNA. Energy conversion and the control of metabolic processes. Mechanics of the cytoskeleton and cell membranes. Developments in diagnostic and treatment systems based on cell mechanobiology. Readings in bio-inspired engineering systems, biotechnology, tissue regeneration, molecular diagnostics and targeted drug delivery."
MECH443,Advanced Thermodynamics,"Thermodynamic potentials: Maxwell relations, stability criteria. Barometric formula: applications to clouds, solar chimney, etc. Phase mixtures: chemical potential, osmosis, phase equilibrium, Gibbs phase rule, phase diagrams, fugacity and activity. Reacting mixtures: law of mass action and applications, enthalpy and entropy constants, heat of reaction, combustion, flames, adiabatic flame temperature, reaction rates. Thermodynamics of fuel cells: efficiency, causes of losses, comparison with heat engines."
MECH444,Wind Power Systems,"History of wind power. Wind resource characteristics. Aerodynamic analysis: steady and unsteady rotor flow models, sectional aerodynamics. Aeroelastic response: structural models, degree of freedom reduction, time-domain simulation. Control: objectives, hierarchy, methods, classical and modern approaches. Electrical aspects: generator concepts and control, grid integration. Component design and structural analysis. Wind farms. Levelized cost of energy."
MECH445,Cryogenic Engineering,"Cryogenics: definition and applications. Properties of materials at low temperatures, storage systems for liquid cryogens, refrigeration and liquefaction cycles. Bulk and mobile storage systems for hydrogen and natural gas. Overview of gas expansion cycles - Linde, Claude, hybrid - with a focus on natural gas and hydrogen liquefaction. Regenerative cycles, magnetic refrigeration, regenerator analysis."
MECH446,Introduction to Ocean Engineering,"Application of mechanical engineering principles to the mathematical modeling, analysis, simulation and design of floating offshore infrastructure. Ocean wave kinematics: Airy wave theory, wave spectra, sea-state descriptions. Rigid body dynamics: Euler angle transformations, Newton-Euler equations of motion. Hydrostatics: buoyancy, metacentric height, waterplane moments. Hydrodynamics: added mass, drag, Cummins equation for radiation damping, wave excitation. Use of potential flow solvers for the calculation of hydrodynamic coefficients."
MECH447,Energy Systems,"Characteristics of energy systems: evolution, energy currencies, energy sources, dynamics of energy systems. Levelized cost of energy, screening curves. Electrification, system requirements, variability, generation mixtures, and dispatch. The role of storage: characteristics of storage technologies, analysis of storage impacts, cost. Issues associated with the delivery of energy services such as sustainability, emissions, cost and energy intensity."
MECH449,Fuel Cell Technology,Overview and status of various fuel cell technologies. Fundamentals: fuel cell thermodynamics; electrode kinetics; performance and efficiency; transport processes. Proton Exchange Membrane Fuel Cells (PEMFCs). Solid Oxide Fuel Cells (SOFCs). Fuelling issues. Fuel cell systems and applications.
MECH459,Fundamentals of Hybrid Electric Vehicles,"Advance of hybrid electric propulsion technology; hybrid electric powertrain system and key components, engines, fuel cells, transmissions, energy storage systems; and electric drives; modeling and simulation of vehicle performance, energy efficiency and emissions using advanced modeling tools; design and control optimization of hybrid electric propulsion systems for vehicles and marine vessels."
MECH494,Thermofluids and Introduction to Mass Transfer,"Kinematics. Conservation of mass, balance of momentum, balance of energy, and entropy inequality. Differential analysis of fluid motion. Boundary layer approximation. Turbulence. Introduction to diffusion mass transfer. Introduction to flow in porous media."
MECH492,Transport Phenomena,"Thermomechanics: introduction, kinematics, motion, stress, thermodynamics, fundamental principles. Constitutive equations of mixtures: Newtonian fluids, binary mixtures, field equations. Mass transport: diffusivity, mechanisms of mass transport, examples of concentration distribution in solids, and binary and ternary fluid mixtures."
MECH421,Mechanical Vibrations,"Multi-mass linear systems; flexibility and stiffness matrices, natural frequencies, mode shapes and orthogonal properties, damped or undamped response to arbitrary force. Linear continuous systems; axial and torsional vibration of rods, shafts and beams with attached mass or stiffness. Non-linear vibrations; basic methods for solution. Random vibration; elements for describing random response, Fourier transforms and frequency response functions."
MECH430,Robotics,Structure and specifications of robot manipulators; homogeneous transformations; kinematic equations and motion trajectories; dynamic models of robotic manipulators; position and force control; use of robots in industrial applications.
MECH485,Mechanism and Manipulator Synthesis,"Synthesis of mechanisms for function generation and rigid body guidance. Graphical, analytical, and optimization based methods of synthesis. Mechanism cognates, Chebychev spacing, Burmister curves. Manipulator joint layout synthesis for spatial positioning and orientation. Application to serial, parallel and hybrid configurations. Conditions of singularity and uncertainty."
MECH450A,Special Topics,Presents material in an emerging field or one not covered in regular offerings. Some topics may require laboratory work as well as lectures. Entrance is restricted to third- and fourth-year students who meet the prerequisite specified for the topic to be offered.
MECH450B,Special Topics,Presents material in an emerging field or one not covered in regular offerings. Some topics may require laboratory work as well as lectures. Entrance is restricted to third- and fourth-year students who meet the prerequisite specified for the topic to be offered.
MECH450C,Special Topics,Presents material in an emerging field or one not covered in regular offerings.Some topics may require laboratory work as well as lectures. Entrance is restricted to third- and fourth-year students who meet the prerequisite specified for the topic to be offered.
MECH450D,Special Topics,Presents material in an emerging field or one not covered in regular offerings. Some topics may require laboratory work as well as lectures. Entrance is restricted to third- and fourth-year students who meet the prerequisite specified for the topic to be offered.
MECH450E,Special Topics,Presents material in an emerging field or one not covered in regular offerings. Some topics may require laboratory work as well as lectures. Entrance is restricted to third- and fourth-year students who meet the prerequisite specified for the topic to be offered.
MECH450F,Special Topics,Presents material in an emerging field or one not covered in regular offerings. Some topics may require laboratory work as well as lectures. Entrance is restricted to third- and fourth-year students who meet the prerequisite specified for the topic to be offered.
MECH498,Honours Thesis,Provides an opportunity to carry out a major design or research project under the supervision of a faculty member. The project requires independent study of the current technical literature and independent research or design work. Each student presents a complete report at the end of the term and makes an oral presentation of the findings.
MECH499,Technical Project,"Provides an opportunity to carry out a design or research project of a technical level similar to 4th year electives, under the supervision of a faculty member. Requires independent study of current technical literature. When feasible, the design should be assessed in the laboratory. A complete report must be presented at the end of the term."
