Course Number,Course Name,Course Description
ENGR 478,Alternative Energy Systems,"Description of alternative sources of energy, electric vehicles, thermosolar energy, generation of electricity by photovoltaic effect, wind power energy, hydropower, geothermal, nuclear power, power plants with fuel cells, aspects of hydrogen as fuels, fuel from biomass, energy storage parameters, integration of alternative sources of energy. [3-0-0] Prerequisite: All of ENGR 375, ENGR 385."
ENGR 479,Measurement Principles in Thermal-Fluids,"Instruments and methods of measuring fluid thermo-physical properties.  Pressure-based velocity measurements. Thermal anemometry. Particle-based techniques for velocity measurement. Sonic anemometry/thermometry. Measurement of flow pressure and density. Measurement techniques for temperature and heat flux. Fundamentals of data processing and analysis. [3-0-0] Prerequisite: All of ENGR 310, ENGR 385."
ENGR 485,"Heating, Ventilating, and Air Conditioning","Properties of moist air, air conditioning systems, heat transmission in building systems, heating and cooling load, refrigeration, pumps and piping design, fans and building air distribution. [3-0-0] Prerequisite: All of APSC 253, APSC 258, ENGR 385."
ENGR 492,Finite Element Methods,"Finite Element Discretization, Direct Stiffness Method, Numerical Solution of Large Deformations, Formulation of Finite Elements, Auxiliary Equations, Thermomechanical Analysis, Computer Implementation of the Finite Element Methods, Case Studies in Material Forming and Multi-Physics. Credit will be granted for only one of ENGR 492 or ENGR 582. [3-0-0] Prerequisite: Fourth-year B.A.Sc. standing."
ENGR 497,Combustion Processes,"Combustion thermochemistry, fundamentals of mass transfer, chemical kinetics and combustion related chemical mechanisms, analysis of coupled thermal and chemical systems, laminar and turbulent flames, premixed and non-premixed flames, and combustion instabilities (e.g., thermoacoustics). 3-0-0 Prerequisite: All of ENGR 310, ENGR 375."
MANF 486,Mechatronic Systems Laboratory,"Smart sensors and actuators, electro-pneumatic actuators, automated control systems, industrial communication, smart maintenance, object detection, industrial robotics, modelling and simulation of mechatronic systems. Hands-on training on mechatronic system trainers in a laboratory scale [1-4-0] Prerequisite: One of MANF 386, ENGR 481."
ENGR 402,Biotechnology: Fundamentals and Applications,"Basics of biotechnology, DNA and RNA technologies, nanobiotechnology, medical biotechnology, and ethics in biotechnology. [3-0-0] Prerequisite: Third-year standing"
ENGR 418,Applied Machine Learning for Engineers,"Fundamentals of machine learning, toolboxes in machine learning, supervised learning, unsupervised learning, applications of machine learning in various engineering disciplines. Credit will be granted for only one of ENGR 418 or ENGR 518. [3-0-0] Prerequisite: Fourth-year standing in the B.A.Sc. program."
ENGR 480,Modern Control,"State-space modelling and design. Review of linear and matrix algebra, highlights of classical control theory, state-space modelling, continuous and discrete state equations, stability, controllability and observability, design of feedback systems. Credit will be granted for only one of ENGR 480 or ENGR 580. [3-2*-0] Prerequisite: ENGR 315."
ENGR 481,Mechatronics,"Operating principles, analysis, modelling, and performance specifications of sensors, actuators, and mechatronic systems. Sensor selection, actuator sizing, and integration. Programmable logic control (PLC) systems and control techniques pertaining to actuators. Control system implementation. Credit will be granted for only one of ENGR 481 or ENGR 581. [3-2*-0] Prerequisite: Either (a) all of ENGR 315, ENGR 320 or (b) all of MANF 386, ENGR 320."
ENGR 486,Robot Modelling and Control,"Spatial description and homogeneous transformations, manipulator kinematics (forward and inverse), Jacobian, motion trajectories. Manipulator dynamics, Lagrange-Euler and Newton-Euler formulation. Linear and nonlinear control, force control. Industrial robotic system and programming. Credit will be granted for only one of ENGR 486 or ENGR 586. [3-0-0] Prerequisite: ENGR 315."
ENGR 489,Multicriteria Optimization and Design of Experiments,"Multiple attribute decision making, multiple objective decision making/optimization, fuzzy optimization, design and analysis of physical and computer experiments, uncertainty modelling, sensitivity analysis, weighting methods, computational tools and applications in multi-disciplinary design. Credit will be granted for only one of ENGR 489 or ENGR 589. [3-2*-0] Prerequisite: Fourth-year B.A.Sc. standing."
ENGR 490,Fluid Machinery,"Principles and performance characteristics of turbomachinery, centrifugal and axial flow fans, compressors, pumps and turbines, and applications of dimensional analysis and similitude. [3-0-0] Prerequisite: ENGR 310."
MANF 450,Life Cycle Analysis and Sustainability,"Practical and theoretical applications of life cycle thinking in engineering projects, products, and processes. Understand international standards and methods in life cycle assessment (LCA), life cycle costing (LCC). Interpret and provide critical feedback on LCA/LCC studies and analyze claims on sustainability. Credit will be granted for only one of MANF450 or ENGR 544. [3-0-0] Prerequisite: Fourth-year standing."
MANF 460,Supply Chain Tactics and Strategies,"Key concepts and techniques to analyze, manage and improve supply chain processes for different industries and markets. Emphasis on assessment of supply chain performance to improve competitiveness. [3-0-0] Prerequisite: Fourth-year standing."
ENGR 416,Advanced Manufacturing CAD/CAM/CAE,"CNC machining, Rapid prototyping, G-code, Computer Aided: Design, Manufacturing and Engineering, parametric design and analysis for optimization. [3-2-0] Prerequisite: ENGR 377."
ENGR 417,Pipeline Integrity Management,"Pipeline regulation codes, pipeline integrity management, pipeline operations, materials and fabrication, examination techniques, corrosion protection, and geohazards evaluation. [3-0-0] Prerequisite: Fourth-year standing in a B.A.Sc. program"
ENGR 439,Manufacturing Processes II,"Materials fabrication, forming, and joining: casting, rolling, forging, extrusion, and welding. Powder metallurgy and manufacture of metal alloys, metal matrix composites, and ceramics. Effect of fabrication process on evolution of crystallographic texture, residual stress, mechanical and service properties of materials. Process selection and technology development. [3-0-0] Prerequisite: Either (a) ENGR 377 or (b) MANF 230."
ENGR 494,Autonomous Vehicle Technology,"Autonomous navigation: perception, localization and mapping, motion planning, and motion control; and applications to unmanned aerial vehicles (UAVs), automated vehicles and self-driving cars.  Credit will be granted for only one of ENGR 494 or ENGR 535. [3-1-0] Prerequisite: ENGR 480."
MANF 455,Factory Planning,"Planning of resources, layout and logistics for manufacturing plants; hands-on training on modular production and cyber-physical manufacturing systems in a laboratory scale, virtual manufacturing environments and factory automation. [2-2-0] Prerequisite: MANF 465."
MANF 475,Welding and Joining: Processes and Metallurgy,"Welding and joining of metals: fusion and solid-state welding processes, brazing, and soldering. Effect of process parameters on joint size and quality. Fusion, partially melted, and heat affected zones. Non-equilibrium solidification, grain structure, and defect formation. Non-destructive testing and evaluation methods for welded joints. [3-2*-0] Prerequisite: One of ENGR 377, MANF 230."
