Course Number,Course Name,Course Description
MECH 4412,"Heating, Ventilation and Air Conditioning","(Lab required) Psychometric processes, equipment selection, and the design of heating and cooling systems for typical buildings. May not be held for credit with MECH 4410."
MECH 4560,Selected Topics in Fluid Mechanics 4M,(Lab required) Topics may include: wind tunnel design; experimental techniques; some exact solutions of the conservation equations; fundamentals of turbulence; secondary flows; fluidization; elementary meteorology; fluidics; other topics of current interest.
MECH 4680,Energy Conservation and Utilization,"(Lab required) Energy supply and demand, advanced thermodynamic cycles, conventional energy sources, alternative energy, conservation of energy, environmental considerations."
MECH 4692,Renewable Energy,"(Lab required) Introduction to renewable energy systems, current and future global energy issues and the need for renewable energy applications, and distributed renewable energy generation. Renewable energy systems that will be considered are; solar heat, solar PV, biomass heat and power, hydro power, and wind power. Students will develop simple numerical models of renewable energy systems. Prerequisites MECH 2202 (formerly MECH 2200) and MECH 2262 (formerly MECH 2260). Pre- or Co requisite; MECH 3460 (formerly MECH 3470)."
MECH 4694,Advanced Topics in Heat Transfer,"(Lab required) Some combination of the following advanced topics; conduction heat transfer radiation, heat-exchanger design, two-phase phenomena, fluidization, alternative energy, energy conservation. Other topics of current interest may also be included. May not be held for credit with MECH 4690."
MECH 4702,Design of Thermal Systems,"(Lab required) Modeling of thermal systems; system simulation; design applications of optimization methods: Lagrange multipliers, search methods, and dynamic geometric and linear programming. May not be held for credit with MECH 4700."
MECH 4822,Numerical Heat Transfer in Fluid Flow,"(Lab required) General conservation equations; specific forms of the conservation equations and energy equations; finite difference methods: one dimensional steady problems, one dimensional unsteady problems, two dimensional steady problems; two dimensional unsteady problems; convection, solution for the flow fluid. May not be held for credit with the former MECH 4820."
MECH 3550,Robotics and Computer Numerical Control,(Lab required) This course builds up a foundation in the area of Computer Aided Manufacturing (CAM) such as computer numerically controlled machine tools and robotics. Intense hands on experience is provided in the laboratory sessions on part programming using Computer Aided Design (CAD) packages and robots to demonstrate application in the area of CAM. Several case studies and manufacturing applications will be discussed.
MECH 3562,Introduction to Optimization,(Lab required) The objective of this course is to develop the ability to formulate and analyze problems that will be encountered in a manufacturing system. The skills acquired will allow the students to approach problems from an optimization perspective. The students will be provided experience in related software packages. May not be held for credit with the former MECH 3560.
MECH 3570,Manufacturing Automation,(Lab required) This course builds upon the foundation developed in a previous course: namely Robotics and Computer Numerical Control. The course covers a wide variety of topics in the area of computer controlled automation. The students are provided with hands on experience in design for automation. It will synthesize several aspects associated with integrated operation of computer controlled automated devices.
MECH 3592,Simulation Modeling and Facility Planning,"(Lab required) The objective of this course is to introduce simulation for manufacturing operations and the concepts of facilities location and layout. The students will learn how to program WITNESS, a simulation language, and through simulation, explore the effects of facility planning; resource availability e.g. machines and quality related problems on manufacturing productivity and timing. May not be held with MECH 3590."
MECH 4162,Thesis,This course will give students the opportunity to gain research or design experience in their area of interest. Thesis topics must be approved by the head of the department or designate. Restriction: Only students with a year class distinction of 4 or higher in Mechanical Engineering may register for this course and eligible to graduate. May not be held for credit with MECH 4160.
MECH 4310,Contemporary Topics in Mechanical Engineering 1,(Lab required) This course will cover contemporary topics in Mechanical Engineering. The specific topics and a detailed outline will be available at the time of registration prior to the start of the registration prior to the start of the registration period for the session in which the course will be offered.
MECH 4322,Contemporary Topics in Mechanical Engineering II,(Lab required) This course will cover contemporary topics in Mechanical Engineering. The specific topics and a detailed outline will be available at the time of registration prior to the start of the registration period for the session in which the course will be offered. May not be held for credit with MECH 4320.
MECH 4330,Contemporary Topics in Manufacturing Engineering 1,(Lab required) This course will cover contemporary topics in Manufacturing Engineering. The specific topics and a detailed outline will be available at the time of registration prior to the start of the registration period for the session in which the course will be offered.
MECH 4342,Contemporary Topics in Manufacturing Engineering II,(Lab required) This course will cover contemporary topics in Manufacturing Engineering. The specific topics and a detailed outline will be available at the time of registration prior to the start of the registration period for the session in which the course will be offered. May not be held for credit with MECH 4340.
MECH 4542,Principles of Turbomachinery,"(Lab required) Principles and design of turbomachinery, including fluid dynamics, thermodynamics and engineering applications. A variety of turbomachines are introduced, including hydraulic pumps and turbines, centrifugal compressors and fans, and axial flow compressors and fans. May not be held for credit with MECH 4310 when titled ""Turbomachinery.""ù"
MECH 4582,"Vehicle Testing, Condition Monitoring, and Fault Analysis","(Lab required) General testing and fault diagnostic techniques for ground vehicles including common signal analysis techniques, vibration testing and fault analysis methods. Basic knowledge of vibration based condition monitoring including the basic theory and applications of engineering tools, damage analysis and detection, and modal analysis. May not be held for credit with MECH 4322 when titled ""Ground Vehicle Testing Technology.""ù"
MECH 4812,Automotive Engineering,"(Lab required) Introduction to vehicle dynamics; power trains; braking systems; road loads, aerodynamics and fuel efficiency; ride and suspension systems; steering systems; tire properties and dynamics; structural analysis and crash safety; performance vehicle design. May not be held for credit with MECH 4810."
MECH 4832,Biomaterials in Biomedical Engineering,"(Lab required) Biomechanics and design of hard biomaterials and soft biomaterials and their applications in orthopedics, cardiovascular and neural systems. Course includes fundamental biological concepts, materials science fundamentals and medical/clinical concerns."
MECH 4900,Mechatronics System Design,"(Lab required) The course covers topics in the analysis of control systems and components with the goal to provide students with tools and an understanding of issues related to integrating mechanical, electronic and software components towards building mechatronic devices. Hands-on-experience is provided in the laboratory sessions on simulation and actual computer control of various devices. Problems considered would include application to fluid power systems, systems integration and validation. The focus is placed on learning to work with real hardware."
