Course Number,Course Name,Course Description
MCG 2101,Introduction to Design,The design process. Mechanical components-nomenclature and function. Project management. Technical report writing and oral presentations. Group design project.
MCG 2108,Mechanics II,"Review of co-ordinate systems and particle kinematics. Moving co-ordinates, rigid body kinematics of translation and rotation. Impulse and momentum, work and energy. D'Alembert formulation and multi-degree-of-freedom systems. Euler's equations, gyroscopic torques. Principle of virtual work, Lagrange's equations, generalized forces."
MCG 2130,Thermodynamics I,"Fundamentals of engineering thermodynamics. Properties and state, properties tables, first law of thermodynamics for control mass and control volume systems, second law, entropy and its applications."
MCG 2131,Thermodynamics II,"Extension of thermodynamics principles to mixtures, psychrometrics, real gases and chemical reactions. Application of thermodynamics to standard power and refrigeration cycles. Laboratory experiments."
MCG 2360,Engineering Materials I,"Introduction to structures of engineering metals and their mechanical properties. Defect structures; elastic and plastic deformation, strengthening processes. Introduction to equilibrium phase diagrams. Heat treatment of ferrous alloys. Introduction to fracture, corrosion, welding, and time dependent deformation in metals."
MCG 2361,Engineering Materials II,"Processing, strengthening mechanisms, properties and applications of structural ceramics, polymers and composite materials. Corrosion prevention and control. Laboratory experiments."
ADM 3313,New Venture Creation,"Ideation, business modeling and validation; the business planning process, including: market evaluation and the marketing plan, physical, human resources and organizational planning, and the financial plan. Student projects in moving an actual business concept through the process from idea to plan, including: crafting a business idea; building a business model; implementing a validation plan; and, writing a business plan."
ELG 3336,Electronics for Mechanical Engineers,Semiconductor device characteristics and applications. Power supplies and regulators. Operational amplifiers and applications. Power amplifiers. Digital logic. Gates and gate circuits. Logic families. Combinational logic. Introduction to electronics for measurement and instrumentation. Introduction to power electronics. Laboratory experiments.
GNG 4170,Engineering Law,"Basic features of laws and practice relating to contracts, agency, property, water rights, forms of business organizations, sales, insurance, utilities, labour, government regulation of business, negotiable instruments, workers' compensation, liens, bankruptcy, patents, copyrights, trademarks; ethical responsibilities, professional registration; special emphasis on contract documents used on construction work."
MAT 3320,Mathematics for Engineers,"Series solutions of ordinary differential equations. Legendre and Bessel functions. Sturm-Liouville problems, orthogonal functions. Fourier series.  Partial differential equations:  introduction and applications."
MCG 3110,Heat Transfer,"Fundamental principles of heat transmission by conduction, convection and radiation. Application of these principles to the solution of engineering problems."
MCG 3130,Dynamics of Machinery,"Masses, motions and forces in machines. Engine force analysis. Flywheels and balancing. Vibrations of machinery and of shafting."
MCG 3131,Machine Design,The application of the theory of mechanics of materials to the design of machine elements.
MCG 3145,Advanced Strength of Materials,"Review of stress and strain at a point. Stress and strain transformations. Theories of failure and their application to design problems. Shear centre, bending of members in multiple plane. Energy methods, Castigliano's theorems, applications to straight and curved members. Torsion of these sections, non-circular sections. Impact stresses."
MCG 3306,System Dynamics,"Modelling of mechanical, electrical, fluid and thermal systems using lumped parameter approach. Concepts of through and across variables in systems. Block diagram for system representation. Linearization and solution of system equations. Transient and frequency response of physical systems."
MCG 3307,Control Systems,Feedback theory. Time and frequency domain analysis of feedback control systems. Stability criteria. Design of simple feedback control systems and compensation techniques. Statespace analysis of systems. Laboratory experiments.
MCG 3340,Fluid Mechanics I,Fundamental concepts. Fluid statics. Fundamental laws of fluid motion. Dimensional analysis and similitude. Internal flows.
MCG 3341,Fluid Mechanics II,"External flows, aerodynamics. Differential treatment of fluid motion. Computational fluid dynamics. Fluid machinery. Compressible flow. Laboratory experiments."
GNG 4120,Technology Entrepreneurship for Engineers and Computer Scientists,"Hands-on introduction to the many dimensions of starting and growing a technology company.  How to evaluate market opportunities, develop a product that customers need, raise capital and build a winning team.  Skills and tools to turn technical ideas into profitable sustainable businesses."
HIS 2129,"Technology, Society and Environment Since 1800","Examination of the role of technology in social, economic and environmental change in industrial and ""post-industrial"" society."
PHI 2394,Scientific Thought and Social Values,"The nature of scientific thought and the relationships between science and culture, religion, politics, technology and society at large."
MCG 4308,Mechanical Vibration Analysis,Analysis of natural frequencies of single degree and multi-degree-of-freedom discrete systems. Their response to excitation forces and amplitude. Analysis with complex variables. Analysis of natural frequencies of multi-degree-of-freedom and continuous systems such as beams and plates. Introduction to energy techniques for solving beam and plate problems.
MCG 4322,Computer-Aided Design,"Major group design project integrating concepts from all major areas of mechanical engineering.  The design process; conceptual design, synthesis and analysis, design optimization, parametric design and design system integration."
MCG 4328,Manufacturing,"Metal casting processes. Bulk deformation processes, including rolling, forging, extrusion and drawing. Sheet forming processes. Powder metallurgy. Machining. Joining processes. Laboratory experiments."
MCG 4340,Mechanical Engineering Laboratory,"Professional engineering practice and ethics, societal and environmental obligations of the engineer, workplace health and safety. Laboratory experiments on mechanical engineering systems."
