Course Number,Course Name,Course Description
MCG 4155,Advanced Engineering Materials,"Topics are covered in this course from a materials perspective. Materials selection and use. Materials forming. Fracture, failure analysis and fracture mechanics. Welding and materials joining."
MCG 4329,Reliability and Maintainability in Engineering Design,Reliability and maintainability engineering history and current trend. The bathtub hazard rate concept. Equipment hazard rate models. Static and dynamic redundant configurations to improve product reliability during the design phase. Equipment reliability evaluation techniques. Mechanical component reliability evaluation methods. Failure modes and effect analysis: a useful engineering design tool. Design for product maintainability. Mechanical equipment replacement policies.
MCG 4130,Industrial Planning,"A study of the methods and practices used in industrial planning, such as the organization of engineering activities and interfacing with the various branches of industrial units, cost estimation, operations and production design."
MCG 4132,Robot Mechanics,"Robotics overview. Transformations. Basics of robot kinematics, statics and dynamics. Introduction to industrial robots and programming."
MCG 4133,Automation Design and Control,Concepts of batch and mass production. Sequencing and timing of the production cell operation. Cell balancing. Design and operational characteristics of hard and flexible manufacturing cells. Automated inspection. Programmable logic controllers. Computer-based cell controller. Cell design evaluation.
MCG 4134,Robot Design and Control,Classification of robot manipulators. Forward and Inverse Kinematics. Design of joint actuating systems. Independent joint control. Point-to-point control. Path planning and trajectory control. Computed torque technique. Compliance and force control. Sensory components for robot control. End of arm tooling.
MCG 4136,Mechatronics,Models for passive and active components for electro-mechanical systems. Network representation of signals and energy transmission and conversion.  Selection of sensors and actuators for the control of mechanical systems.  Modelling and simulation for the design of mixed dynamic systems.
GNG 4128,Introduction to Nuclear Engineering,"Review of atoms and nuclei. Interactions of radiation with matter. Nuclear reactions. Radioactivity, fission and fusion reactors. Nuclear fuel reserves and resources. Nuclear reactors and nuclear power. Neutron diffusion and moderation. Nuclear reactor theory. Heat removal from nuclear reactors. Energy production and distribution. Radioactive waste disposal. Radiation protection. Reactor licensing, safety and the environment. Various applications."
MCG 4100,Thesis,"A student in the fourth year of Mechanical Engineering may elect to prepare a written thesis on an approved research topic,  to be completed in one semester."
MCG 4142,"Corrosion: Principles, Prevention and Control",The effects and economic impact of corrosion. Basic concepts and principles of corrosion. Forms of corrosion. Corrosion recognition and prevention in engineering structures and devices. Corrosion characteristics of structural and engineering materials. Corrosion control. Corrosion testing and monitoring. Techniques for diagnosis of corrosion failures. Case studies.
MCG 4143,Product Design and Development,"A project-based course in which teams of students conceive, design and prototype a physical product. Topics include identifying customer needs, concept generation, product architecture, industrial design, and design-for-manufacturing."
MCG 4144,Introduction to Composite Materials,Constituent materials. Industrial material forms. Manufacturing processes. Design for manufacture. Micromechanics of fibre-reinforced materials. Classic lamination theory. Introduction to failure. Design and analysis of laminated structures. Case studies.
MCG 4190,Selected Topics I,Discussion of recent progress in mechanical engineering.
MCG 4191,Selected Topics II,Discussion of recent progress in mechanical engineering.
MCG 4220,Thesis,"A student in the fourth year of Mechanical Engineering may elect to prepare a written thesis on an approved research topic, to be completed in two semesters."
