School,Course Number,Course Name,Only Available Within Option/Specialization,Atypical Elective,Course Description
UGuelph,ENGG*2100,Engineering and Design II, , ,"This course is a progression in engineering  design skills with particular emphasis on  computer usage in design, oral communication of  solutions and team skills. Computer usage in  design will include advanced CAD/CAM/CAE tools;  and database management software. An introduction  to safety in engineering practice and design, and  the concept of sustainable development are  covered."
UGuelph,ENGG*2120,Material Science, , ,"Study of the mechanical, electrical, magnetic,  optical and thermal properties of solids. Atomic  order and disorder in solids, single-phase  metals, and multiphase materials (their  equilibria and micro-structure) are examined as a  basis for understanding the causes of material  properties. Interwoven throughout the course is  an introduction to materials selection and design  considerations."
UGuelph,ENGG*2160,Engineering Mechanics II, , ,"Fundamental principles of the mechanics of  deformable materials; stress and strain; Mohr's  circle for transformation of stress and strain;  deflection under load; design of beams, shafts,  columns and pressure vessels; failure theory and  design."
UGuelph,ENGG*2400,Engineering Systems Analysis, , ,"This course provides the foundational skills  required to model and analyze elementary dynamic  engineering systems. The course will focus on  basic mechanical, electrical, thermal and  hydraulic systems under the assumptions of  linearity and time invariance. Students will  learn to identify relevant elements and generate  system models. System behaviours will be analyzed  by solving for such responses as the impulse  response, step response, and sinusoidal  steady-state response using differential  equations, Laplace transform methods, and  computer-based methods. The relationship of such  system parameters as time constant, degree of  damping and resonance frequencies with the  transient and steady-state responses will be  examined. The complex valued system transfer  function will be defined and analyzed."
UGuelph,MATH*2270,Applied Differential Equations, , ,"This course covers the solution of differential  equations that arise from problems in engineering  and science. Topics include linear equations of  first and higher order, systems of linear  equations, Laplace transforms, series solutions  of second-order equations, and an introduction to  partial differential equations."
UGuelph,ENGG*2180,Introduction to Manufacturing Processes, , ,"This course is designed to provide students with  an overview of a wide variety of manufacturing  processes involved in industrial activities.  While most of the manufacturing processes are to  be introduced during the course, more emphasis  will be given on those processes which are more  common in industry, namely material removal  processes, casting, and forming. In addition to  introducing the various manufacturing process,  mathematical models and several empirical data  and equations describing the various  manufacturing processes will be covered in order  to provide the students with a better  understanding of the relations between the  parameters involved."
UGuelph,ENGG*2230,Fluid Mechanics, , ,"Analysis of steady ideal and viscous fluid flow  systems using the Continuity, Bernoulli and  Momentum equations. Boundary layer theory is  treated in terms of viscous and pressure drag,  lift and its importance in heat and mass  transfer. Dimensional analysis and dynamic  similitude are studied to provide an  understanding of flow systems analysis and  modeling. Introduction to pipe flow and open  channel flow."
UGuelph,ENGG*2340,Kinematics and Dynamics, , ,"The course will cover kinematic and dynamic  analysis including graphical and analytical  methods for kinematic analysis of space,  mechanisms and elementary body motion in space,  static and dynamic force analyses of mechanisms,  gyroscopic forces, dynamics of reciprocating and  rotating machinery, cam and gear mechanisms and  specifications."
UGuelph,ENGG*2450,Electric Circuits, , ,This course explores the fundamentals of electric  circuit analysis. Course topics include: lumped  circuit abstraction; circuit elements and their  characteristics; nodal and mesh analysis;  linearity and superposition principles;  fundamental circuit theorems; Thevenin and Norton  equivalent circuits; introduction to the ideal  operational amplifier and operational-amplifier  circuits; dynamics of first and second order  circuits including switched circuits; coupled  inductors and transformers; alternate-current  circuits and sinusoidal steady-state analysis  with phasor methods.
UGuelph,MATH*2130,Numerical Methods, , ,This course provides a theoretical and practical  introduction to numerical methods for  approximating the solution(s) of linear and  nonlinear problems in the applied sciences. The  topics covered include: solution of a single  nonlinear equation; polynomial interpolation;  numerical differentiation and integration;  solution of initial value and boundary value  problems; and the solution of systems of linear  and nonlinear algebraic equations.
UGuelph,STAT*2120,Probability and Statistics for Engineers, , ,"The topics covered in this course include: Sample  spaces; probability, conditional probability and  independence; Bayes' theorem; probability  distributions; probability densities; algebra of  expected values; descriptive statistics;  inferences concerning means, variances, and  proportions; curve fitting, the method of least  squares and correlation. An introduction to  quality control and reliability is provided. This  course is recommended for students in the  B.Sc.(Eng.) program."
UGuelph,ENGG*3240,Engineering Economics, , ,"This course covers the principles of project  evaluation; analysis of capital and operating  costs of engineering alternatives, benefit-cost  ratio; break-even studies, evaluations  recognizing risk, replacement and retirement of  assets; tax considerations, influence of sources  of funds."
UGuelph,ENGG*3260,Thermodynamics, , ,"This course covers macroscopic thermodynamics and  its applications to engineering practice. Topics  include properties of pure substances and  equilibrium, the First Law of thermodynamics  (energy transfer and energy balance in closed and  flow systems), the Second Law of thermodynamics  and its applications (entropy analysis of closed  and flow systems, quantification of  irreversibilities and inefficiencies, quality of  energy, etc.), thermodynamic cycles and exergy."
UGuelph,ENGG*3280,Machine Design, , ,"This course provides the concepts, procedures,  and analysis techniques necessary to design  various mechanical elements commonly found in  machines. Failure analysis such as yield criteria  and fatigue are covered. Component design  includes screws, fasteners, shafts, bearings and  lubrication, and gears. The emphasis is on the  use of readily available materials, standard  component, and appropriate design approaches to  achieve safe and efficient system design."
UGuelph,ENGG*3510,Electromechanical Devices, , ,"The aim of this course is to develop an  understanding of the electrical and  electromechanical principles and their  applications as devices used in engineering. The  course covers magnetic fields of currents and  coils; magnetic materials; magnetic circuits;  induced, electric and magnetic fields (EMF),  inductance, transformers magnetic forces,  permanent magnets and electromagnets. The course  examines the principles of variable-reluctance  devices, stepper motors, moving-coil devices,  direct current (DC) and alternating current (AC)  motors. Semiconductors materials and devices,  diodes, and transistors; principles of modern  electronic devices and their applications in  circuits; as well as operational amplifiers and  digital logics are also studied."
UGuelph,HIST*1250,Science and Technology in a Global  Context, , ,This course is an introduction to the culturally  specific ways in which science and technology  have developed historically from the ancient  period through the twenty-first century. Emphasis  will be placed on the patterns in which  scientific knowledge and practices have traveled  and been constructed across cultures and the  interconnected but distinct histories of science  and technology.
UGuelph,ENGG*3100,Engineering and Design III, , ,"This course combines the knowledge gained in the  advanced engineering and basic science courses  with the design skills taught in ENGG*1100 and  ENGG*2100 in solving open-ended problems. These  problems are related to the student's major.  Additional design tools are presented, including  model simulation, sensitivity analysis, linear  programming, knowledge-based systems and computer  programming. Complementing these tools are  discussions on writing and public speaking  techniques, codes, safety issues, environmental  assessment and professional management. These  topics are taught with the consideration of  available resources and cost."
UGuelph,ENGG*3370,Applied Fluids and Thermodynamics, , ,"This course builds on the fundamentals of fluid  dynamics and thermodynamics introduced in  previous courses by looking at relevant  applications. Topics to be covered include:  heating, ventilation and air conditioning (HVAC);  heat engine systems such as the Carnot cycle for  refrigeration and heat pumps and the Rankine  cycle for vapour power systems; compressible  flow, turbomachinery such as pumps, turbines, and  propellers; and an introduction to combustion."
UGuelph,ENGG*3410,Systems and Control Theory, , ,"This course introduces the theory and techniques  required to analyze and design of closed loop,  automatic controllers for engineering systems,  with applications in electrical, mechanical, and  biomedical systems. Topics include modeling in  time and frequency domains (including linear time  invariance, causality, and linearization);  sketching and interpreting Bode plots; stability  of closed loop systems (including analysis via  Routh Hurwitz and Nyquist); performance metrics  including gain and phase margin, sensitivity, and  error tracking; and control using ON/OFF, PID,  root locus, and frequency domain (lead/lag)  techniques. Computer tools to aid in control  design and analysis are a crucial component of  the course. Optional advanced topics include but  are not limited to state-space control,  performance limitations, and control of  non-linear systems."
UGuelph,ENGG*3430,Heat and Mass Transfer, , ,"Analysis of steady and transient thermal systems  involving heat transfer by conduction, convection  and radiation and of mass transfer by molecular  diffusion and convection. Other topics include  the thermal analysis of heat exchangers and heat  transfer systems involving a change of state."
UGuelph,ENGG*3140,Mechanical Vibration, , ,"This course will provide students with an  introduction to the fundamental concepts of  vibration engineering using both single and  multiple degrees of freedom concepts. The free  and forced response of these systems will be  covered. Emphasis will be placed on the design of  vibration suppression and isolation of mechanical  systems. Concepts of natural frequencies and mode  shapes and their significance in the solution of  multiple degrees of freedom problems will be  covered. Vibration of rotating machinery,  balancing, condition monitoring, and predictive  vs. preventative maintenance philosophies will be  introduced."
UGuelph,ENGG*4000,Proposal for Engineering Design IV, , ,"In this course students will prepare a proposal  for the design project that will be completed in  the Engineering Design IV course in their program  of study. Teams normally of 3 to 4 students  (single student groups not allowed) will prepare  the proposal, providing details on the proposed  project, identify the group's members and identify    the faculty adviser, who has a P.Eng.. Students  are responsible for creating their own design  group and securing a faculty advisor."
UGuelph,ENGG*4160,Mechanical Engineering Design IV, , ,"This is the capstone design course for the  Mechanical Engineering program. Teams normally of  3-4 students apply engineering analysis and  design principles to a mechanical engineering  problem. A completely specified solution at the  level of preliminary or final design is required,  including assessment of socio-economic and  environmental impact. This is a small group  design that requires reports and a poster  presentation to a professional standard. Ethics  and legal case studies relevant to professional  engineering practice are presented during the  lectures. Only students currently registered in  ENGG*4000 will be permitted to select this  course."
UGuelph,ENGG*2410,Digital Systems Design Using  Descriptive Languages, , ,"Review of Boolean algebra and truth tables,  Karnaugh maps. Design, synthesis and realization  of combinational circuits. Design, synthesis and  realization of sequential circuits. VHDL:  structural modeling, data flow modeling,  synchronous & asynchronous behavior descriptions,  algorithmic modeling. Designing with PLDs.  Digital design with SM charts. Designing with  PGAs and complex programmable logical devices.  Hardware testing and design for testability.  Hierarchy in large designs. The course will  primarily be concerned with the design of  multi-input, multi-output digital controllers  which provide the central control signals that  orchestrate the collection of hardware devices  (from SSI to VLSI) found in a digital system. An  introduction to FPGA-based, as well as  microprocessor-based digital systems design will  be given. Design examples will include systems  such as UART, microcontroller CPU, ALU and data  acquisition system."
UGuelph,ENGG*3070,Integrated Manufacturing Systems, , ,"Common production machines and manufacturing  systems are dealt with, particularly automated  systems, robotics, computer control and  integration techniques, materials handling,  inspection processes and process control. The  course addresses societal and environmental  issues related to manufacturing."
UGuelph,ENGG*3080,Energy Resources and Technologies, , ,"The challenges of changing the global energy  system to reduce dependence on finite fossil  energy sources, and transition to environmentally  sustainable energy sources, are examined. The  reserves, consumption, applications and  environmental and human impacts of oil, coal and  natural gas usage are examined. The fundamental  principles, applications and status of a range of  renewable energy sources and technologies will be  covered to provide a solid background for further  study of sustainable energy."
UGuelph,ENGG*3150,Engineering Biomechanics, , ,The following topics related to biomechanics are  covered in this course: kinematic and kinetic  analysis techniques; electromyography; current  techniques in laboratory instrumentation and  biomedical applications.
UGuelph,ENGG*3390,Signal Processing, , ,"This course will establish the fundamental  analysis and design techniques for signal  processing systems. Topics covered include:  definition and properties of linear  time-invariant systems; impulse response and  convolution; continuous-time Laplace transform,  Fourier series, Fourier transform; discrete-time  Fourier transform, discrete-time Fourier series,  fast Fourier transform, Z transform; complex  frequency response; filter analysis and design  for both continuous and discrete time systems.  Students will be able to design continuous-time  filters and both design and implement  discrete-time digital filters using  computer-based tools."
UGuelph,ENGG*3450,Electronic Devices, , ,"This course explores the theory and principles of  modern electronic devices and their applications  in circuits. Course topics include: intrinsic and  doped semiconductors; drift and diffusion  currents; metal-semiconductor contacts and MOS  capacitors; pn junctions and breakdown phenomena;  solid-state diodes; bipolar and MOS field-effect  transistors; current-voltage characteristics and  biasing; small-signal models and operation;  circuit integration; analysis and design of  application circuits, operational  transconductance amplifiers, and logic gates."
UGuelph,ENGG*3640,Microcomputer Interfacing, , ,"This course focuses on the subject of interfacing  microcomputers to external equipment. Topics  include peripheral devices, hardware interfaces,  device driver software and real time programming.  Advanced programming: debugging of embedded  systems, data structures and subroutine calls,  high-level system programming. Interrupts and  resets, real time events, signal generation and  timing measurements. Synchronous and asynchronous  serial communication. Parallel I/O ports and  synchronization techniques. I/O interfacing,  microcomputer busses, memory interfacing and  direct memory access (DMA). Data acquisition  topics include signal conditioning analog to  digital conversion and digital signal processing."
UGuelph,ENGG*3700,Optimization for Engineers, , ,"This course serves as an introduction to  optimization. Topics to be covered include but  are not limited to: linear programming,  sensitivity analysis, linear integer programming  technique, dynamic programming, Markov chains,  transportation method, decision analysis, and  queuing theory."
UGuelph,ENGG*4230,Energy Conversion, , ,"The course introduces the technical criteria for  the design of efficient energy conversion  processes and systems. It includes the review of  boilers and cycles, fuel and combustion  calculations, and fundamentals of both traditional  and emerging energy conversion processes and  systems for production of thermal, mechanical, and  electrical energy. Topics include fossil, biomass  and nuclear fuels, as well as wind, solar,  geothermal energy and fuel cells. Mechanisms for  storing energy generated from each of these are  also studied. The course also explores conversion  of automobile systems, renovation of old fossil  fuel fired plant technology, co-firing of  opportunity fuels, waste to energy technology,  emissions, and economics of energy projects."
UGuelph,ENGG*4460,Robotic Systems, , ,"This course covers robot technology fundamentals,  mathematical representation of kinematics,  planning and execution of robot trajectories,  introduction to robot languages, programming of  robotic systems, different application domains  for robots (e.g. assembly, manufacturing,  medical, services, etc.), and robot sensors. The  goal of this course is to provide students with a  comprehensive background, approaches and skills  to apply robotics technology to real world  engineering applications and problems."
UGuelph,ENGG*4470,Finite Element Analysis, , ,The theory of finite element analysis is  presented including element derivation and  solution procedures. Students use a finite  element package to solve problems based on static  and dynamic applications in mechanical systems.  Examples are chosen from classical machines as  well as biological systems.
UGuelph,ENGG*3120,Computer Aided Design and Manufacturing, , ,"The course presents the elements of solid  modelling, creation of parts of increasing  complexity and the assembly of parts to form a  final design, along with mechanism simulation.  The operation and programming of CNC machines is  covered."
UGuelph,ENGG*3170,Biomaterials, , ,"Physical properties of natural and synthetic  (e.g. stainless steel, polymers) materials used  in biological engineering applications are  presented in this course. Topics will include  microstructure and mechanical properties of  typical biomaterials, quantification of advanced  material properties and behaviours, fabrication,  compatibility, biodegradation and mechanical  failure. Typical applications will include  processing of biomaterials as well as equipment  and implant design."
UGuelph,ENGG*3250,Energy Management and Utilization, , ,"This course introduces notions of energy  conservation and efficiency, an integrated  approach to energy auditing and examples of  typical applications (examples include: steam  generation and distribution, process or comfort  cooling, pumping and compressed air, human needs  for modern living, energy consumption in  buildings and industry). It also covers pinch  technology and its application for energy  recovery in industry, and methods to achieve low  energy buildings."
UGuelph,ENGG*3490,Introduction to Mechatronic Systems  Design, , ,"This course covers the design of mechatronic  systems, which are synergistic, combinations of  components and controls drawn from mechanical  engineering, electronics, and computer  engineering. The course covers the following  areas: (1) modeling of mechatronic systems  (mechanical, electrical/electronic systems) and  understanding their behaviour, (2) sensing and  measurement including a variety of mechatronics  sensors (fundamentals and applications), (3)  actuators specific to mechatronics including  motors and drivers (fundamentals and  applications), (4) basic microcontroller  programming as well as sensor/actuator  integrations, and (5) control and its  applications in mechatronics."
UGuelph,ENGG*4050,Quality Control, , ,"The basic techniques and regulations surrounding  quality control in a generic manufacturing  environment are covered. The topics covered  include: total quality management including  relevant ISO regulations, six sigma, reliability,  statistical process control, acceptance sampling  and 2k factorial design of experiments."
UGuelph,ENGG*4490,Sampled Data Control Design, , ,"This course introduces the theory and techniques  required to analyze, design, and implement  sampled data controllers on real, continuous time  systems. Topics include sampling, system  identification and modeling, delay, state-space  and frequency domain approaches to control,  emulation methods, and direct z-domain methods.  In the course project, students will apply the  techniques discussed in class to design and  implement a computer based controller for a real  physical system, then compare the actual results  obtained to the expected theoretical results and  discuss sources of error and limitations of their  approach."
UGuelph,ENGG*4430,Neuro-Fuzzy and Soft Computing Systems, , ,"This course covers the basics of fuzzy systems,  neural networks and neuro-fuzzy systems. The main  focus is the concepts and algorithms of fuzzy  sets, rules, and reasoning, as well as neural  network structures, supervised learning and  unsupervised learning of neural networks, and  hybrid neuro-fuzzy systems. The applications of  neural networks and fuzzy systems to control  systems, signal processing, systems modeling and  systems identification will be presented through  examples."
UGuelph,ENGG*4440,Computational Fluid Dynamics, , ,"Computational methods for fluid mechanics form  the core of the course. The concepts of modelling  are covered including numerical analysis, the  governing equations for fluid problems and finite  discretization methods. Mathematical models for  turbulence are presented and the student is  exposed to the use of commercial software for the  solution of complex problems in fluid dynamics."
UGuelph,ENGG*4510,Assessment and Management of Risk, , ,"This course will develop the bases by which risk  to human health and the environment can be  assessed. Issues of hazardous waste cleanups,  permitting of water and air discharges, food  safety, flood protection, as examples, are  addressed. The course also examines how decisions  are made to manage the risks to acceptable  levels."
UGuelph,ENGG*4660,Medical Image Processing, , ,"This course covers the fundamentals of medical  image processing. Image processing topics covered  include: fundamentals of resolution and  quantization; linear systems as applied to  multi-dimensional continuous and discrete  systems; point operations such as contrast  enhancement and histogram equalization; geometric  operations for distortion correction, including  interpolation methods; linear filtering in both  the spatial and spatial-frequency domains; and  image restoration and inverse filtering. Image  segmentation is covered in the framework of  pattern recognition using single and multiple  dimensional features, and includes the  fundamental Bayes classifier as well as machine  learning methods for both supervised and  unsupervised learning."
UGuelph,ENGG*4030,Manufacturing System Design, , ,"Students work in groups to design a manufacturing  system to produce a specific product. Choices  must be made about the materials to be used, the  methods to manufacture each part of the product  and the final assembly and/or packaging process.  Attention is paid to economics and efficiency of  the overall manufacturing system."
UGuelph,ENGG*4220,Interdisciplinary Mechanical  Engineering Design, , ,"This is a general design course for students  registered in the B. Eng. major in mechanical  engineering who wish to develop a broad based  mechanical engineering foundation. Students work  in groups to develop a general mechanical  engineering design. Special attention is paid to  the sustainability of the design, its economic  feasibility and overall efficiency."
UGuelph,ENGG*4400,Biomechanical Engineering Design, , ,"This course covers concept development, design,  modeling, manufacture and testing of  biomechanical devices including athletic  equipment, assistive devices, medical implants  and tools. Other topics include the biomechanical  factors influencing design, regulatory issues,  current development trends, and the possible  future direction of design and technology."
UGuelph,ENGG*4480,Advanced Mechatronic Systems Design, , ,"The course is a follow up to the introductory  mechatronics course and aims at covering advanced  topics that are necessary in developing  mechatronic systems. Topics include: signal  conditioning and filtering for mechatronics  system including advanced filters such as Kalman  filters; important/advanced electronic circuits  for mechatronics systems; microcontroller  interfacing and programming; design and  development of motion control for mechatronics  systems including PLC; introduction of integrated  complex mechatronics systems: concept, structure,  and applications. Through a design project,  students will use and apply these concepts in  building a complex mechatronics system with  advanced features."
UGuelph,ENGG*4580,Sustainable Energy Systems Design, , ,The analysis and design of sustainable energy  systems are presented in this course. Techniques  considered include generation of alternative  designs to satisfy a problem definition;  evaluation of alternative designs; application of  modeling simulations and cost analyses.
