School,Course Number,Course Name,Only Available Within Option/Specialization,Atypical Elective,Course Description
UBC,MECH 224,Integration of Engineering Concepts I, , ,"Integration of the theory and practice of Mechanical Engineering to illustrate the commonality and conceptual connectivity of seemingly different technical areas. Emphasis on dynamics, solid mechanics, materials, electronics, and mathematics. This course is not eligible for Credit/D/Fail grading. [1-0-1] Corequisite: MECH 221."
UBC,MECH 225,Integration of Engineering Concepts II, , ,"Integration of the theory and practice of Mechanical Engineering to illustrate the commonality and conceptual connectivity of seemingly different technical areas. Emphasis on thermodynamics, fluid mechanics, and mathematics. This course is not eligible for Credit/D/Fail grading. [1-0-1] Corequisite: MECH 222."
UBC,MECH 226,Technical Communication for Mechanical Engineers, , ,"Written and oral communication. Preparation of design reports, business correspondence, verbal, online, and visual presentation of technical material.  Restricted to students in the second year of Mechanical Engineering. This course is not eligible for Credit/D/Fail grading. [1-0-1;1-0-1] Prerequisite: A score of 65% or higher in one of ENGL 112, WRDS 150, APSC 176. Corequisite: All of MECH 220, MECH 221, MECH 222, MECH 223, MECH 224, MECH 225."
UBC,MECH 227,Approaches to Technical Communication for Mechanical Engineers, , ,"Written and oral communication. Preparation of design, business correspondence, verbal, online and visual presentation of technical material. Focus on the linguistic structure and style of technical communication. Restricted to students in Mechanical Engineering. Credit will be granted for only one of MECH 226 or MECH 227. This course is not eligible for Credit/D/Fail grading. [3-0-4] Prerequisite: MECH 220 and one of APSC 176, ENGL 112, WRDS 150."
UBC,MECH 305,Data Analysis and Mechanical Engineering Laboratories, , ,"The use of probability and statistical methods for engineering applications. Mechanics of materials, heat transfer, and fluid dynamics. Instrumentation, data acquisition, and data manipulation using modern computational tools. This course is not eligible for Credit/D/Fail grading. [3-5-1*] Prerequisite: All of MECH 220, MECH 223, MECH 224, MECH 225."
UBC,MECH 325,Machine Design, , ,"Selection of flexible drives, bearings, fluid power system components, and couplings. Design of bolted joints and power screws. Design and selection of gears, gear trains, and mechanisms. This course is not eligible for Credit/D/Fail grading. [3-0-3] Prerequisite: One of MECH 223, MECH 260. Corequisite: MECH 360."
UBC,MECH 426,Mechanical Design, , ,"Design of shafts and welded joints. Fatigue and fracture considerations in design: failure types, failure under static and dynamic loading, fatigue failure, crack initiation, and propagation. Introduction to the FEM in mechanical design. Students can only receive credit for one of MECH 326 or MECH 426. [2-0-3] Prerequisite: One of MECH 223, MECH 260. Corequisite: MECH 360."
UBC,MECH 327,Thermodynamics II, , ,"Air standard and vapor cycles; first and second law of cycles. Exergy. Gas mixtures.  Energy conservation. Equilibrium. Reacting systems. Application to thermofluid systems such as power plants. This course is not eligible for Credit/D/Fail grading. [3-0-1] Prerequisite: Either (a) MECH 225 or (b) one of CHBE 241, ENPH 257 and one of CHBE 251, CIVL 215, MECH 280."
UBC,MECH 328,Mechanical Engineering Design Project, , ,"Applying the design process, making educated assumptions and decisions, and working in teams to provide a new mechanical design. Weekly lecture discussing product development and various factors affecting the design. This course is not eligible for Credit/D/Fail grading. [1-4-1] Prerequisite: MECH 223. (And third year standing in Mechanical Engineering)"
UBC,MECH 358,Engineering Analysis, , ,"Fourier series; auto- and cross-correlation; power spectra; discrete Fourier transform; boundary-value problems; numerical methods; partial differential equations; heat, wave, Laplace, Poisson, and wave equations.  Applications to mechanical engineering and practical computing emphasized.  Credit will be granted for only one of MECH 358 and MATH 358. This course is not eligible for Credit/D/Fail grading. [3-1-0] Prerequisite: All of MECH 224, MECH 225."
UBC,MECH 360,Mechanics of Materials, , ,"Beam deflections, singularity functions; use of tabulated solutions; column buckling; Castigliano's theorem, statically indeterminate beams, bending of beams with asymmetric cross-sections, shear centre; principal stresses and stress invariants in three dimensions. This course is not eligible for Credit/D/Fail grading. [3-0-1] Prerequisite: One of MECH 224, MECH 260."
UBC,MECH 368,Engineering Measurements and Instrumentation, , ,"Industrial measurement needs including: architecture of electronic instrumentation systems; electrical representation of physical quantities; sensors and actuators; analog signal processing using linear and non-linear circuits; computer based readout including programming for user-interface and data acquisition. This course is not eligible for Credit/D/Fail grading. [3-1-0] Prerequisite: Either (a) two of MECH 220, MECH 224, ELEC 203 or (b) two of MECH 220, MECH 224, EECE 263 or (c) all of MANU 230, ELEC 203."
UBC,MECH 375,Heat Transfer, , ,"Steady and transient conduction. Radiation heat transfer. Convective heat and mass transfer in pipes and from external surfaces. Design of heat exchangers. This course is not eligible for Credit/D/Fail grading. [3-0-1] Prerequisite: Either (a) MECH 225 or (b) one of CHBE 241, ENPH 257 and one of CHBE 251, CIVL 215, MECH 280."
UBC,MECH 380,Fluid Dynamics, , ,"Review of principles, compressible flow, potential flow, simple laminar viscous flow, boundary layers, flow around bluff bodies. This course is not eligible for Credit/D/Fail grading. [3-0-1] Prerequisite: Either (a) MECH 225 or (b) MATH 255 and one of CHBE 251, CIVL 215, MECH 280 and one of CHBE 241, ENPH 257."
UBC,MECH 392,Manufacturing Processes, , ,"Manufacturing characteristics of materials and their control. Metal forming processes, plastic deformations, rolling, forging, drawing, extrusion, sheet metal forming. Machining processes and machine tools, turning, milling, drilling, grinding. Metal fabrication, welding and casting. An introduction to process planning. This course is not eligible for Credit/D/Fail grading. [2-0-0]"
UBC,APSC 450,Professional Engineering Practice, , ,"Legislation affecting the practice of engineering; ethical principles and responsibilities. Management of engineering enterprises; labour relations, safety and environmental legislation. Restricted to engineering undergraduate students in the final year of their program. This course is not eligible for Credit/D/Fail grading. [2-0-0]"
UBC,ELEC 344,Applied Electronics and Electromechanics, , ,"Characteristics of semiconductor devices; analog circuits; force and torque production; motor principles and torque-speed characteristics; principles of power electronics. Not open to students in Electrical and Computer Engineering. This course is not eligible for Credit/D/Fail grading. [2-2*-2*] Prerequisite: One of ELEC 201, ELEC 203, MECH 221."
UBC,MECH 329,Materials for Mechanical Design, , ,"Selection of material properties for mechanical design. Metals and alloys, ceramics, polymers, composites and other hybrid materials. This course is not eligible for Credit/D/Fail grading. [3-0-1] Prerequisite: Either (a) MECH 224 or (b) all of APSC 278, MECH 260."
UBC,MECH 431,Engineering Economics, , ,"Discounted cash flows. Sources of funds, cost of capital. Effects of depreciation, taxes, inflation. Evaluation and comparison of economic models for engineering projects. Replacement decisions. Public project analysis. Risk analysis. Project control, inventory analysis, simulation. This course is not eligible for Credit/D/Fail grading. [3-0-0]"
UBC,MECH 457,Mechanical Engineering Design Project, , ,"A capstone design project designed to give students experience in the design/development of practical mechanical devices. Projects are provided by local industry and engineering research laboratories. Credit will be granted for only one of MECH 453, MECH 454, MECH 457, MECH 458, MECH 459, or APSC 496. This course is not eligible for Credit/D/Fail grading. [1-2-2; 1-2-2-] Prerequisite: All of MECH 325, MECH 328, MECH 329, MECH 360 and fourth-year standing in Mechanical Engineering. Corequisite: All of MECH 327, MECH 426."
UBC,MECH 463,Mechanical Vibrations, , ,"Theory of vibration of mechanical systems. Undamped 1 degree of freedom vibration, forced vibrations and resonance, damping, multiple degree of freedom systems, mode shapes and orthogonality, continuous systems, vibration measuring instruments and frequency spectrum analysis. This course is not eligible for Credit/D/Fail grading. [3-2*-1] Prerequisite: One of MECH 224, MECH 260."
UBC,MECH 466,Automatic Control, , ,"Process and system characteristics; transient response; the closed loop; block diagrams and transfer functions; control actions; stability; Nyquist diagrams; Bode diagrams; root locus methods; frequency response; system compensation; nonlinear control systems; digital computer control. Laboratory experiments to support the lecture content. Credit cannot be obtained for both MECH 466 and MECH 467. This course is not eligible for Credit/D/Fail grading. [3-3*-0] Prerequisite: Either (a) all of MECH 220, MECH 221, MECH 463 or (b) all of MATH 255, MECH 463 and one of ELEC 201, ELEC 202, ELEC 204, EECE 251, EECE 253;  or (c) all of ELEC 204, ELEC 221, ENPH 270, MATH 255."
UBC,APSC 461,Global Engineering Leadership, , ,"Introduction to concepts, theory, and practice of engineering leadership, including characteristics; individual and cultural differences, service and management contexts; managing change, conflicts, and crises; real-world ethics and core values. This course is not eligible for Credit/D/Fail grading. [3-0-0] Prerequisite: Completion of third year."
UBC,MECH 386,Industrial Fluid Mechanics, , ,"Analysis of piping networks. Review of pumps, turbines and hydraulic motors. Flow measurement devices such as flow meters and transducers for measuring velocity and pressure. Multiphase flows. Introduction to turbulence, mixing and buoyancy driven flows. This course is not eligible for Credit/D/Fail grading. [3-1-0] Prerequisite: MECH 380."
UBC,MECH 410,Special Topics in Mechanical Engineering, , ,Lectures and readings on specialized topics of current interest in Mechanical Engineering. This course is not eligible for Credit/D/Fail grading.
UBC,MECH 435,Orthopaedic Biomechanics, , ,"Musculoskeletal anatomy. Muscle and joint loads. Muscle mechanics. Musculoskeletal dynamics. Gait. Tissue mechanics of tendon, ligament, articular cartilage, and bone. Biomaterials. Application examples in orthopaedics including joint replacement and fracture fixation. Students who have received credit for BMEG 230 or 330 cannot also receive credit for MECH 435. This course is not eligible for Credit/D/Fail grading. [3-0-1] Prerequisite: Either (a) MECH 221 or (b) all of APSC 278, MECH 260."
UBC,MECH 436,Fundamentals of Injury Biomechanics, , ,"Introduction to injury biomechanics. Anatomy. Impact experiments. Multi-body dynamic simulation and finite element analysis. Skull, face, brain, spine, eye, pelvis, abdomen, and extremity injury. Anthropomorphic test devices, seat belts, airbags, child restraints, and helmets. Credit cannot be obtained for both MECH 436 and MECH 536. This course is not eligible for Credit/D/Fail grading. [3-0-1] Prerequisite: MECH 360 and one of MECH 224, BMEG 330."
UBC,MECH 460,Advanced Mechanics of Materials, , ,"Axisymmetric membrane stresses in thin shells of revolution, stresses in thick-walled cylinders and rotating disks, beams on elastic foundations, axisymmetric bending of cylindrical shells, axisymmetric bending of circular plates. This course is not eligible for Credit/D/Fail grading. [3-0-0] Prerequisite: MECH 360."
UBC,MECH 470,Energy Conversion Systems, , ,"Energy supply and demand. Energy conversion chain. Electrical power generation using thermal power plants, renewable energy, and fuel cells. Rankine cycle steam power. Brayton cycle gas turbine power plants, intercooling, reheat, and regeneration. Internal combustion engines. Exhaust gas after treatment. Combined and binary cycles. Nuclear power. This course is not eligible for Credit/D/Fail grading. [3-0-1] Prerequisite: All of MECH 327, MECH 375."
UBC,MECH 473,"Heating, Ventilating and Air Conditioning", , ,"Principles of air conditioning; psychometrics and refrigeration. Heat transfer through building materials. Estimation of heating and cooling loads including the use of current software. System design. Ground, air and water source heat pumps. This course is not eligible for Credit/D/Fail grading. [3-0-1] Prerequisite: MECH 375."
UBC,MECH 477,Aerospace Propulsion, , ,"Cycle analysis of jet engines, thermodynamic cycles, mechanics and thermodynamics of combustion, components and the performance characteristics of chemical rockets. The detailed analysis of operating characteristics of turbojet, turbofan, turboprop, afterburning, and ramjet propulsion systems. This course is not eligible for Credit/D/Fail grading. [3-0-0] Prerequisite: All of MECH 327, MECH 375, MECH 380."
UBC,MECH 479,Introduction to Computational Fluid Dynamics, , ,"Techniques for numerical solution of ordinary and partial differential equations, including an introduction to the finite difference, finite volume and finite element approaches. Simulation of laminar and turbulent flows, including common turbulent models. Validation techniques. This course is not eligible for Credit/D/Fail grading. [3-1-0] Prerequisite: MECH 380."
UBC,MECH 481,Aerodynamics of Aircraft I, , ,"Analysis of airfoils and wings. Potential flow, thin airfoil theory, lifting line analysis of wings. Predicting viscous drag. Numerical methods for analysis and design of airfoils and wings. Use of wind tunnels for experimental study of aerodynamics. This course is not eligible for Credit/D/Fail grading. [3-1*-0] Prerequisite: MECH 380."
UBC,MECH 485,Aircraft Design: Structures, , ,"Structural components of aircraft, introduction to the finite element method, bending and buckling of thin plates. Design of aircraft wing and fuselage structures, moments of inertia for complex shapes. This course is not eligible for Credit/D/Fail grading. [3-0-1]"
UBC,MECH 488,Introduction to Ship Hydrodynamics, , ,"Ship terminology, lines plans, ship hydrostatics, transverse and longitudinal stability of ships, dimensional analysis, ship resistance prediction; ship propulsion methods, propeller selection and design. This course is not eligible for Credit/D/Fail grading. [3-0-0] Prerequisite: One of MECH 380, CIVL 315 or permission of instructor."
UBC,MECH 491,Computer-Aided Manufacturing, , ,"NC programming and machining with interactive CAD/CAM systems. Curve and surface geometry for tool-path generation. Tool-path generation methodologies. Geometric modelling techniques for simulation and verification of manufacturing processes. Introduction to Computer-Aided Process Planning. Supplementary tutorial laboratory experiments. This course is not eligible for Credit/D/Fail grading. [2-2-0] Corequisite: One of MECH 392, MANU 380."
UBC,MECH 493,Introduction to Academic Research, , ,Research project directed by a faculty member in Mechanical Engineeing. This course is not eligible for Credit/D/Fail grading. [0-5-1] Prerequisite: Fourth-year standing and at least 80% average in third-year courses and permission of instructor.
UBC,MECH 502,Fluid Mechanics, , ,"Governing equations; viscous incompressible flow, incompressible potential flow; incompressible boundary layers, stability and turbulence; compressible potential flow. This course is not eligible for Credit/D/Fail grading."
UBC,MECH 433,Biofluids, , ,"Review of principles, Navier-Stokes equations, biorheology, circulatory biofluid mechanics, synovial fluid in joints, biofluid dynamics of the human brain, respiratory biofluid mechanics, flow and pressure measurement techniques in human body. This course is not eligible for Credit/D/Fail grading. [3-0-1] Prerequisite: Either (a) MECH 225 or (b) one of MATH 255, MATH 256 and one of CHBE 251, CIVL 215, MECH 280."
UBC,MECH 445,Fuel Cell Systems, , ,"Energy system architecture and electrochemical energy conversion: fuel cell thermodynamics and electrochemistry; Proton Exchange Membrane Fuel Cells (PMFCs) and Solid Oxide Fuel Cells (SOFCSs); hydrogen production, storage, and distribution. Credit cannot be obtained for both MECH 445 and MECH 545. This course is not eligible for Credit/D/Fail grading. [3-0-1] Prerequisite: All of MECH 327, MECH 375."
UBC,MECH 462,Finite Element Analysis, , ,"Theory and element selection. Virtual work and weighted residual formulation. Linear elastic analysis. Heat transfer analysis. Isoparametic elements. Development of computer programs for simple problems. Utilization of existing computer packages. Application to mechanical engineering problems. This course is not eligible for Credit/D/Fail grading. [2-3*-0] Prerequisite: Either (a) all of MECH 360, MECH 375 or (b) all of MECH 360, MTRL 264."
UBC,MECH 464,Industrial Robotics, , ,"Definition and classification of industrial robotic devices. Selection and implementation issues. Workcell environments. Forward and inverse kinematics, dynamics, trajectory planning. Sensing and manipulation tasks. Control architectures. Credit will be granted for only one of ELEC 442, EECE 571R, EECE 589, MECH 464, or MECH 563. This course is not eligible for Credit/D/Fail grading. [3-0-1] Corequisite: One of MECH 466, MECH 467."
UBC,MECH 468,Modern Control Engineering, , ,"Introduction to state space control methods for linear systems including modal control, controllability, observability, linear quadratic regulators, optimal control. This course is not eligible for Credit/D/Fail grading. [3-0-0] Corequisite: One of MECH 366, MECH 466."
UBC,MECH 469,Dynamic System Modelling, , ,"Modelling of mechanical, electrical, fluid, and thermal systems; analytical models; model representations such as linear and bond graphs; response analysis; digital simulation. This course is not eligible for Credit/D/Fail grading. [3-0-0]"
UBC,MECH 478,Internal Combustion Engines, , ,"Analysis of spark and compression ignition engines. Calculation of fuel economy, power, and emission. Practical and regulatory considerations in engine design. Engine emission and control systems. Credit will be granted for only one of MECH 478 or MECH 578. This course is not eligible for Credit/D/Fail grading. [3-0-0] Prerequisite: MECH 327."
UBC,MECH 484,Aircraft Design: Aerodynamics, , ,"Aircraft performance, stability and control, loading and air worthiness. Detailed example. This course is not eligible for Credit/D/Fail grading. [2-2-0] Corequisite: MECH 481."
UBC,MECH 489,Experimental Thermofluids, , ,"Experimental uncertainty. Design of experiments. Test facilities. Temperature and pressure measurement techniques and instrumentation. Velocity and flow rate measurement techniques. Flow visualization. Case studies of industrial and research experimental practice. Credit will be granted for only one of MECH 489 or MECH 582. This course is not eligible for Credit/D/Fail grading. [3-2-0] Prerequisite: All of MECH 375, MECH 380."
UBC,MECH 495,Industrial Engineering, , ,Organizational structure. Manufacturing systems and group technology. Classification and coding. Scheduling and sequencing of operations. Forecasting. Quality control for variables and attributes. Plant location. System reliability analysis. Advanced manufacturing automation concepts. This course is not eligible for Credit/D/Fail grading. [3-0-0]
UBC,MECH 496,Engineering Management, , ,Organization structures. Management styles. Cost systems and control. Financial statements; accounting procedures. Budgets and performance control. Project management. Human resources management. This course is not eligible for Credit/D/Fail grading. [3-0-0]
UBC,MECH 453,Aerospace Design Project,aerospace, ,"A capstone course to provide students experience in the design/development of practical mechanical and aerospace devices. Projects are provided by local industry and engineering research laboratories. Credit will be granted for only one of MECH 453, MECH 454, MECH 457, MECH 458, MECH 459, or APSC 496. This course is not eligible for Credit/D/Fail grading. [1-2-2; 1-2-2] Prerequisite: All of MECH 327, MECH 328, MECH 360 and fourth-year standing in the Aerospace Option."
UBC,APSC 496,Interdisciplinary Engineering Design Project,aerospace, ,Projects involving students from several departments. This course is not eligible for Credit/D/Fail grading.
UBC,MTRL 494,Composite Materials,aerospace, ,"Understanding the properties and the mechanical behaviour of composite materials with emphasis on analysis, design, and manufacturing. This course is not eligible for Credit/D/Fail grading. [3-0-0]"
UBC,BMEG 410,"Biomedical Equipment, Physiology, and Anatomy",biomedical, ,"Principles and operation of biomedical equipment for cardiovascular system, respiratory system, renal dialysis, endoscopy, surgery, and imaging. Functional relationships of biomedical equipment to physiology and anatomy of major body systems. Credit will be granted for only one of BMEG 410 or BMEG 510. [3-0-2*]"
UBC,BMEG 456,Clinical and Industrial Biomedical Engineering,biomedical, ,"Principles of clinical practice, Canadian healthcare system, medical approach to diagnosis, ethics and regulations for clinical trials, medical technology management, medical device development and standards, biostatistics. Credit will be granted for only one of BMEG 257, BMEG 456, BMEG 556. This course is not eligible for Credit/D/Fail grading. [3-0-0]"
UBC,MECH 439,Biomechanics Research,biomedical, ,Seminar in Biomechanics research. This course is not eligible for Credit/D/Fail grading. [1-0-0]
UBC,MECH 459,Biomedical Design Project,biomedical, ,"A capstone design program designed to give students experience in the design and development of practical biomedical devices. Projects are provided by local industry and engineering research laboratories. For students in the Biomedical Option only. Credit will be granted for only one of MECH 453, MECH 454, MECH 457, MECH 458, MECH 459, or APSC 496. This course is not eligible for Credit/D/Fail grading. [1-2-2; 1-2-2-] Prerequisite: All of MECH 325, MECH 328, MECH 360 and fourth-year standing in the Biomedical Option. Corequisite: MECH 426."
UBC,MTRL 495,Biomaterials,biomedical, ,"Engineered materials in medical applications with an emphasis on material properties, functionality, design, and material response in the biological environment. This course is not eligible for Credit/D/Fail grading. [2-0-2] Prerequisite: APSC 278. Equivalency: MMAT 495."
UBC,CPEN 312,Digital Systems and Microcomputers,mechatronics, ,"Data representation in digital computers; boolean algebra; the design and optimization and implementation of combinatorial and sequential circuits; modern digital circuit technologies; memory and programmable logic devices; organization and operation of microcomputers; data/address bus organization; input-output interfacing. Credit will be granted for only one of CPEN 312, CPEN 211. This course is not eligible for Credit/D/Fail grading This course is not eligible for Credit/D/Fail grading. [3-2*-0] Prerequisite: One of ELEC 201, ELEC 204, ELEC 203, MECH 221."
UBC,CPSC 259,Data Structures and Algorithms for Electrical Engineers,mechatronics, ,"Advanced procedural programming.  Fundamental algorithms for sorting and searching.  Data structures including lists, trees, and hash tables.  Introduction to scripting languages and file input/output. [3-2-0] Prerequisite: APSC 160."
UBC,ELEC 302,Electronic Circuits for Electromechanical Design,mechatronics, ,"Semiconductor fundamentals; modelling of electronic devices including diodes and transistors; design of power supplies, waveform generators and logic circuits; signals in time and frequency domains; operational amplifiers; active filters; oscillators; device specification and selection. This course is not eligible for Credit/D/Fail grading. [3-2*-0] Prerequisite: One of ELEC 201, ELEC 203, MECH 221."
UBC,ELEC 343,Electromechanics,mechatronics, ,"Electromechanical energy conversion; linear actuators; torque/speed of rotating devices; reluctance, stepper, permanent- magnet, induction, brushless-DC motors and DC motors; actuator/motor drive circuits/controllers. Credit will be granted for only one of ELEC 344, ELEC 342, ELEC 343. This course is not eligible for Credit/D/Fail grading. [3-2*-0] Prerequisite: One of ELEC 202, ELEC 302."
UBC,MECH 306,Data Analysis and Mechatronics Laboratories,mechatronics, ,"The use of probability and statistical methods for engineering applications. Mechanics of materials and heat transfer. Instrumentation, data acquisition, and data manipulation using modern computational tools. Common mechanical devices. For students in the Mechatronics Option only. This course is not eligible for Credit/D/Fail grading. [3-3*-1*] Prerequisite: All of MECH 220, MECH 223, MECH 224, MECH 225."
UBC,MECH 366,Modelling of Mechatronic Systems,mechatronics, ,"Modelling of mechanical, electrical, thermal, fluid elements and mixed mechatronic systems. Signal processing, signal conditioning. Sensors, data acquisition systems, actuators. This course is not eligible for Credit/D/Fail grading. [2-2-0] Prerequisite: All of MECH 220, MECH 223, MECH 224, MECH 225."
UBC,CPEN 333,System Software Engineering,mechatronics, ,"Use of operating systems abstractions; real-time systems; principles of concurrent and multi-threaded programming; information structures; introduction to object oriented analysis; design, and modelling using UML; software testing. This course is not eligible for Credit/D/Fail grading. [3-2-0] Prerequisite: One of CPSC 259, CPEN 223."
UBC,MECH 420,Sensors and Actuators,mechatronics, ,"Measurement of motion, stress, force, torque, temperature, flow and pressure; principles of sensors and signal conditioning methods; selection and sizing of actuators. This course is not eligible for Credit/D/Fail grading. [2-2-0] Prerequisite: All of MECH 360, MECH 463, MECH 366 and one of ELEC 343, EECE 376."
UBC,MECH 421,Mechatronics System Instrumentation,mechatronics, ,"Architecture of mechatronics devices; integration of mechanical, electronics, sensors, actuators, computer and real time software systems; PLC and PC based systems; discrete and continuous automation system design. This course is not eligible for Credit/D/Fail grading. [2-2-2] Prerequisite: MECH 366. Corequisite: MECH 420."
UBC,MECH 423,Mechatronic Product Design,mechatronics, ,"Design of mechatronic systems for industrial and human-centric applications; compliant structures; electronic circuits to interface with sensors and actuators; embedded systems; precision timing and control; data acquisition and processing; user interfaces; and product innovation. This course is not eligible for Credit/D/Fail grading. [2-3-1] Prerequisite: All of MECH 366, ELEC 302, CPEN 312 and 4th year standing. Corequisite: CPEN 333."
