School,Course Number,Course Name,Only Available Within Option/Specialization,Atypical Elective,Course Description
Laurentian,STAT 2246E,Statistics for Scientists, , ,"The organization of data, discrete distributions (binominal, Poisson), continuous distributions (uniform, normal and skewed), and linear combinations of variables are studied. The techniques of hypothesis testing and interval estimation are applied to problems involving means, variances, proportions, frequency tables, regression, and correlation. Students are introduced to the use of statistical computer software. "
Laurentian,ENGR 3426E,Engineering Economics, , ,"This course covers the mathematics of finance.Topics include engineering decision making, present worth analysis, cash flow analysis, annual equivalent worth analysis, rate of return analysis, depreciation and financial accounting, income taxes, inflation and economic analysis, methods of financing projects, replacement decisions, capital budgeting decisions, and economic analysis in the public sector. Sensitivity (uncertainty) and probabilistic (risk) analysis is also covered. PRE-REQ: a minimum of 36 credits."
Laurentian,ENGR 3526E,Fluid Mechanics II, , ,"This course covers the physical and mathematical principles in fundamental fluid mechanics. Topics include differential analysis, conservation equations, Navier-Stokes equations, inviscid flows, potential flows, viscous flows, boundary layers, drag and lift, compressible flows, turbomachinery, and computer solutions and applications. "
Laurentian,ENGR 3536E,Materials and Manufacturing, , ,"This course builds on materials topics with an emphasis on manufacturing processes involving metals, polymers and plastics. Topics include advantages and limitations of manufacturing processes; relative cost and production rates of competitive processes; computer-integrated manufacturing; and automation of manufacturing processes and systems and product design for manufacture. "
Laurentian,ENGR 3546E,System Modeling and Simulation, , ,"This course provides an overview of the modeling and simulation of dynamic systems.  Mathematical models of mechanical, electrical, electromechanical, thermal and fluid systems are obtained in differential equation form.  Alternative representations of dynamic system models are introduced, including transfer functions, block diagrams and the state-space formulation.  Methods based on the Laplace transform are used to compute the response of dynamic systems in analytical form.  Numerical simulations of system response are also performed using software tools such as MATLAB/SIMULINK®.  System response is represented in both the time and frequency domains and standard system characteristics and performance indices are defined.  Through lab exercises, dynamic systems are designed according to specified requirements and constraints.  "
Laurentian,ENGR 3556E,Electromechanical Actuators, , ,"This course begins with a review of circuit analysis, basic electromagntic theory and electromechanical energy conversion. The theory of operation of direct current motors and generators, transformers, induction motors, servo motors and stepper motors is covered. The course also explores different interfacing and power electronics circuits such as H bridges, power amplifiers and Pulse Width Modulation to control the speed and torque of the electromechanical actuators. The lab component of the course focuses on the performance assessment and characterization of electromechanical actuators and the design of power electonic systems for their control. "
Laurentian,ENGR 3327E,Mine Ventilation, , ,"The first part of the course deals with the basic principles of ventilation system design and quality and quantity control aspects of air. Selection of economic size of airways and auxiliary ventilation systems are studied. The second part deals with the theory and applications of ventilation fans, instrumentation, survey techniques and conditioning of air flows. The capture velocities of dust and balanced dust and fume control system design and efficiency of air filtering systems are examined. "
Laurentian,ENGR 3507E,Finite Element Methods, , ,"This course introduces the fundamental theory, methods, and process of finite element analysis in mechanical engineering. Contents include principle of virtual work, domain discretization, shape functions, isoparametric finite elements, element derivation and types, stiffness matrix, assembly procedure, boundary conditions, and solution methods. A commercial program will be utilized in tutorial demonstrations and course projects. "
Laurentian,ENGR 3516E,Vibrations and Dynamic Systems, , ,"This course is an introduction to mechanical vibration and dynamic systems. Topics include: free vibration of a system, harmonic motion, damping, stiffness, system modeling and vibration measurements. Students will also become familiar with the response of various vibration systems subject to a range of inputs, the design implications of vibration, design of vibration suppression and vibration based machine condition monitoring. "
Laurentian,ENGR 3517E,Machine Design, , ,"This course addresses the synthesis of machine elements with a focus on the design process. Topics include static and fatigue analysis of materials and structures; design of welds and bolted connections; and design and analysis of fundamental mechanical machine elements such as bearings, springs and gears. "
Laurentian,ENGR 3547E,Control Systems, , ,This course deals with feedback control systems design and analysis with emphasis on mechanical engineering applications. Topics include transient and frequency response characteristics; system performance; control modes; stability of feedback systems; frequency response and root locus analysis; design of different types of controllers; and introduction to digital control systems. 
Laurentian,MATH 3416E,Numerical Methods I, , ,This course is a study of number system; errors and the numerical solution of non-linear equations; and systems of linear equations. Further topics include Lagrange interpolation and least-squares method; numerical integration and differentiation; and an introduction to the numerical solution of ordinary differential equations. 
Laurentian,ENGR 3446E,Heat Transfer, , ,"This course focuses on the application of the principles of heat transfer to problems commonly encountered in engineering. The fundamentals of conduction, convection, radiation, heat exchangers and heat transfer with phase change are examined and applied. Both steady-state and transient regimes are addressed. "
Laurentian,ENGR 4126E,Engineering Seminar, , ,"The legal/ethical aspects of professional engineering are examined in a seminar format in an effort to further develop the communication skills of the student. Techniques for the effective written and oral presentation of technical material are reviewed and reinforced in practice. Students are required to prepare technical reports on assigned topics and to make oral presentations in a formal seminar environment on matters relating to technical writing, engineering law and professional practice. Treatment of the legal and ethical aspects of professional practice is supplemented by guest speakers and case studies. (sem 3, exp) cr 3. Restricted to 4th-year engineering students or minimum 72 credits."
Laurentian,ENGR 4526E,Sensors and Instrumentation, , ,"This course presents techniques and devices for the measurement of physical quantities such as force, strain, pressure, temperature, fluid flow, position, velocity and acceleration. Topics include the selection and application of transducers; sensor models, calibration and dynamic response of measurement systems; signal conditioning, methods of data acquisition and recording; uncertainty analysis; and the design of measurement systems. The laboratory provides experience with practical measurements, calibration of sensors, and data analysis. "
Laurentian,ENGR 4566E,Fluids Power Systems, , ,"This course covers the transmission and control of forces and movement by means of fluid. Relevant fluid mechanics principles are reviewed. Principles of operation and design of individual components are covered, including hydraulic pumps, valves, cylinders, motors, and related accessories such as filters and tanks. The design and function of hydraulic and pneumatic circuits are discussed including hydraulics for machine tools, press machines, and mining machinery. "
Laurentian,ENGR 4595E,Mechanical Engineering Design Project, , ,This final year project integrates mechanical engineering courses from previous semesters in a design-related topic. 
Laurentian,ENGR 3566E,Biomechanics of Living Tissues, , ,"This course explores biomechanics, with a focus on the mechanical behaviour of biological tissues such as bone, cartilage, muscle, and tendon. The course examines experimental techniques for quantifying mechanical behaviour and the unique technical challenges associated with testing biological materials. Various constitutive modeling approaches for predicting tissue behaviour are also covered such as orthotropy, hyperelasticity, and viscoelasticity. "
Laurentian,ENGR 4117E,"Engineering,Technology and Society", , ,"The interdependence of technology and society is analyzed. Topics include the nature of technological change and its consequences, the engineer's role in the control of technology, and professionalism and ethical issues. (lec 3) cr 3. Restricted to 4th-year engineering students or minimum 90 credits."
Laurentian,ENGR 4547E,Robot Manipulation, , ,This course presents techniques for the analysis and design of robotic systems. Topics include joints and manipulator's mechanisms; vectors and coordinate systems; forward and inverse position and velocity analysis of serial manipulators; trajectory planning for manipulators; dynamics equation of robotic manipulators; and PID position controllers of manipulators. The physical laboratories will provide experience with working with commercial robotic manipulators. 
Laurentian,COSC 2307E,Database Programming, , ,"This course consists of data modelling, the E-R data model, normalization, database schema, SQL, single and multiple table queries, subqueries, updates, embedded SQL and report generation. "
Laurentian,COSC 2406E,Assembly Language Programming, , ,"This is an introduction to basic computer organization and instruction set architecture. Topics considered include: the instruction execution cycle, an overview of the assembly process, data representation, addressing modes, arrays and strings, translation of high-level language control structures, procedures, parameter passing, and recursion, macros and conditional assembly, interrupts and input/output, interfacing to high level languages, floating point processor architecture and instructions and code optimization techniques. "
Laurentian,ENGR 3126E,Occupational Health Engineering, , ,"This course examines occupational health problems encountered in industry; particularly those due to dusts, gases, ionizing and non-ionizing radiation, noise, heat stress and vibration. Methods of establishing safe threshold limit values for these human stressors and determining degree of compliance through measurement and engineering controls are investigated. The tripartite system established between worker, management and government to ensure a safe work environment is explored. "
Laurentian,ENGR 3157E,Operations Research, , ,"This course deals with the fundamentals of applied operations research such as linear programming, networks, queuing theory, simulation, etc. Topics covered are applied with numerical examples and practical computer applications. "
Laurentian,ENGR 3307E,Materials Handling, , ,"This course examines materials handling technology, including that for bulk materials. The properties of bulk solids are examined and the design criteria for hoppers and feeders are developed. Belt, pneumatic and hydraulic conveying technologies are discussed. Open-pit and underground loading and hauling equipment, such as trucks, loaders, scooptrams and trains are also examined. (lec 3, lab 1.5) cr 3 "
Laurentian,ENGR 3437E,Water and Wastewater Treatment, , ,"This course examines unit operations and unit processes used in the treatment of industrial and municipal water and wastewater. Topics include wastewater characteristics, physical, chemical and biological processes, processing and treatment objectives and regulations, disposal of sludges, and disinfection. Design problems including pre- and primary treatment, secondary treatment and tertiary treatment processes will be studied. (lec 3) cr 3. Lecture (3.00)."
Laurentian,ENGR 3466E,Environmental Impact of Process Industries, , ,"This course examines general concepts of industrial ecology, including examples and case studies from chemical and metallurgical process industries with consideration of their impact on the environment. It also examines current process technologies and pollution control methods as well as environmental guidelines and regulations. (lec 3) cr 3. Lecture (3.00)."
Laurentian,ENGR 3477E,Adsorption and Membrane Processes in Polution Control, , ,Topics include adsorption as a treatment process for pollution control in various industries; gas and liquid adsorption studies; fixed bed modelling and designing for gas and liquid adsorption systems; comparison of air and water adsorption systems; membranes for pollution control and applications in industry; new concepts in membrane utilization; and liquid and solid membranes processes and typical applications.  (lec 3) cr 3.
Laurentian,ENGR 4166E,Aerospace Engineering Design, , ,"This course examines introductory concepts relevant to aerospace vehicles and their design.  Students develop their own solutions for an aerospace concept or vehicle and define a first-order design iteration.  The course also focuses on designing both aeronautical and aerospace systems, with special consideration to mission influence, design requirements and sizing, performance and load factors, and structural analysis.  "
Laurentian,ENGR 4187E,Solid Waste Processing and Recycling in the Minerals Industry, , ,"This course introduces students to solid waste processing and recycling in the minerals industry (general outline and flow sheet), solid waste generation within the solid/liquid/gas systems common to the minerals industry, motion of solid particles in fluid in all flow regimes, classification of solid-liquid and solid-gas systems, definitions and inter-relationships of solids concentration parameters commonly used in industry, design of solid-liquid separation processes, case studies and  team projects involving advances in waste processing and recycling technologies. (lec 3) cr 3. Students may not retain credit for both ENGR 4187 and ENGR 5187."
Laurentian,ENGR 4366E,Automation and Reliability of Mining Equipment, , ,"This course is an introduction to the general topics of automation in mining and the reliability of mining equipment, with specific treatment of the fundamentals of robotics, kinematic sensors and guidance techniques. Maintenance policies for capital-intensive mining machinery are examined. (lec 3, lab 1.5) cr 3."
Laurentian,MATH 2037E,Advanced Calculus, , ,"This course begins with a review of vectors, lines and planes. This is followed by a study of scalar functions of several variables including such topics as multiple integration, Jacobians, gradient and applications to curves, surfaces and volumes. Vector functions are studied with particular attention given to divergence, curl, the theorems of Green, Gauss and Stokes, and applications. "
Laurentian,MATH 2057E,Linear Algebra II, , ,"This course begins with a review of matrix algebra and systems of linear equations, followed by abstract vector spaces and linear transformations including eigenvalues and eigenvectors, norms and inner products. Selected applications are included. "
Laurentian,PHYS 2006E,Introduction to Electricity and Electronics, , ,"Basic concepts in electricity are reviewed and applied to DC and AC network analysis, complex impedance, phasors, and reactance. Other topics include analogue and digital circuit theory and design principles, amplifiers, non-linear circuit elements, basic electronic devices, power devices and power systems. "
Laurentian,PHYS 3046E,Mechanical Properties of Solids and Fluids, , ,"The mechanical properties of deformable solids are examined under linear, shear and combined stresses. The associated coefficients are derived and interrelated. Configurations of strain gauges are studied. Models of inter-atomic forces are studied. Energy transport and its characteristics are studied under different flow conditions for all types of fluids. Flow measurement and associated equipment for fluids and solid particles are studied. "
Laurentian,BIOL 1506E,Biology I, , ,"This is an introductory course that addresses selected topics in biology as applied to prokaryotes and eukaryotes. Cell biology, genetics, respiration, photosynthesis, evolution and ecology are discussed.   (lec 3, lab 3) cr 3."
Laurentian,BIOL 2356E,Principles of Ecology, , ,"This course is a study of the ecosystem concept; biogeo-chemical cycles; ecological energetics; and the organization and dynamics of biotic communities. It examines the ecology and humans; the food chain, demography, and epidemiology. (lec 3, lab 3) cr 3."
Laurentian,CHMI 1007E,General Chemistry II, , ,"This course is a continuation of CHMI 1006. Topics include thermochemistry, chemical thermodynamics, kinetics, chemical equilibrium, acid-base chemistry, buffer solutions, electrochemistry and introductory organic chemistry. "
Laurentian,ENSC 1406E,Earth's Environmental Systems, , ,"This course introduces the physical/natural environment using an integrative earth systems approach as a basis for understanding normal environmental function and environmental problems arising from human activities. Topics include the atmosphere, weather and climate, earth materials and earth surface processes, landscape and soil development, water resources, the biosphere, and environmental change.  (lec 3, lab 2)  cr 3. Students may not retain credit for both ENSC 1406 and ENVI 1406."
Laurentian,GEOL 1006E,Introductory Geology I, , ,"This course covers the physical geology of the Earth, including the origin of the solar system, Earth structure and Earth physics (seismology, geomagnetism), plate tectonics as the unifying theory in Earth sciences, earthquakes, magma generation, volcanic activity, continental growth, mountain building, geological structures (folds and faults), the rock cycle, sedimentary/metamorphic/igneous rocks, and rock-forming minerals. Laboratory exercises include earthquakes, plate tectonics and identification of common rocks and rock-forming minerals. A field trip across the Sudbury Basin introduces students to interpreting rocks in the field. (lec 3, lab 3) cr 3. Students may not retain credit for both GEOL 1006 and GEOL 1021."
Laurentian,PHYS 2606E,Biophysics of Fluids, , ,"This course begins with an introduction to random motions of molecules leading to a discussion of the physics of gas exchange in the processes of respiration. The response of the body to changes of external pressure are studied from a physical point of view. The transport of pollutants and their physical effects on the body are discussed. The course also examines various aspects of static pressure in the human body and the physics of blood circulation including laminar, turbulent and viscous flows. Other topics such as capillarity, surface tension, and the role of surfactants are discussed. "
Laurentian,PHYS 2616E,Physics of Hearing and Vision, , ,"This course examines the nature of sound and the factors affecting its propagation with the ultimate goal of studying the production of sound (speech) and its detection (hearing) in humans. The course also studies the eye as an optical instrument, first as a sensor (with all its imperfections) gathering the light, then as a converter of light into electrical signals leading to the interpretation of images by the brain. Various defects of the eye, as well as their treatment, are also discussed. "
Laurentian,COSC 2006E,Data Structures,mechatronics, ,"This course introduces data structures and their associated algorithms. Topics include dynamic memory, stacks, queues, linked lists, searching and sorting algorithms, trees, binary search trees, balance trees, B-trees, recursive programming techniques, and graph algorithms. Time and space requirements are also analyzed for the above algorithms."
Laurentian,ENGR 3577E,Microprocessor Systems and Interfacing,mechatronics, ,"This course deals with microprocessor interfacing to different systems for data acquisition and control purposes. The peripheral connections and various methods of interfacing such as parallel, serial and analog are addressed from theoretical and practical points of view. The lab component focuses on designing, integrating and programming microprocessor controlled systems."
Laurentian,ENGR 4546E,Digital Control,mechatronics, ,"This course presents techniques for the mathematical modelling, analysis and design of discrete-time feedback control systems. Topics include signal sampling and data reconstruction; modelling of discrete-time systems based on z-transform; stability analysis techniques for discrete-time control systems; and techniques for the design of digital controllers and compensators. The computer and physical laboratories provide experience with the design, and implementation and performance analysis of digital controllers."
Laurentian,ENGR 4576E,Digital Logic and Microprocessors,mechatronics, ,"This course introduces number systems, Boolean algebra, logic design, and minimization techniques. It also covers programmable logic devices, combinational and sequential logic, PLC programming, microprocessor architecture, memory, and input/output logic elements. Laboratory work includes PLC and FPGA programming."
Laurentian,COSC 3807E,Introduction to Computer Networks,mechatronics, ,"This course introduces computer networks including the OSI model, communications protocols (TCP, IP, UDP, and ICMP), network topologies, routing, web systems, and network security."
