School,Course Number,Course Name,Only Available Within Option/Specialization,Atypical Elective,Course Description
UManitoba,MECH 2202,Thermodynamics, , ,"(Lab required) Cycles, transient flow processes, entropy, gas mixtures, psychrometry combustion. May not be held for credit with MECH 2200."
UManitoba,MECH 2222,Mechanics of Materials, , ,"(Lab required) Topics covered in this course include: axial and torsional loading, stress-strain and deformation in statically determinate/indeterminate systems, thermally induced stress, and stresses in beams (including reinforced beams) under pure bending and bending with shear. The mechanical properties of materials under various loading modes will be addressed."
UManitoba,MECH 2262,Fundamentals of Fluid Mechanics, , ,"(Lab required) Fundamental concepts used in the analysis of fluid behaviour, pressure in stationary fluids, forces on submerged surfaces, buoyancy, integral methods, Bernoulli equation, pipeline analysis. May not be held for credit with the former MECH 2260."
UManitoba,MECH 2272,Engineering Materials 1, , ,"(Lab required) Introduction to engineering materials; defects, strengthening mechanisms, and plasticity in engineering metals and alloys; fundamentals and application of heat treatment of metallic materials including topics such as diffusion, phase diagram, phase transformation, and thermal processing; mechanical properties of engineering metallic materials and their relationship to structure, defects, various strengthening mechanisms, and processing; structure of non-metallic polymers and ceramics. May not be held for credit with MECH 2270, MECH 2290 or MECH 3540. Prerequisites; [CHEM 2240 or CHEM 1310] and [MECH 2222 (or MECH 2220)]."
UManitoba,MECH 3170,Project Management, , ,"(Lab required) Topics covered include project planning, scheduling, resource allocation, process analysis, layout and control. The course will make use of industrial projects for developing a strong design and analytical approach pertinent to project management. May not be held for credit with the former MECH 4170."
UManitoba,MECH 3420,Vibrations and Acoustics, , ,"(Lab required) Vibrations and computer simulations of single-degree-of-freedom systems, viscous and friction damping, MD of systems and modal analysis, measurement and sources of noise, noise control."
UManitoba,MECH 3430,Measurements and Control, , ,(Lab required) Mathematical modelling of mechanical systems. Feedback systems and stability. Digital control; analog to digital and digital to analog control systems.
UManitoba,MECH 3460,Heat Transfer, , ,"( Lab required) This is the first course in heat transfer. Topics covered include fundamental concepts relevant to heat transfer analysis, steady-state and transient conduction, forced and free convection, external and internal flows, heat exchangers and fundamentals of radiation. May not be held for credit with the former MECH 3470."
UManitoba,MECH 3482,Kinematics and Dynamics, , ,(Lab required) Fundamentals of 2D and 3D rigid body motions (kinematics) and the forces/moments (kinetics) needed to produce such motions. Applications will emphasize elements of machine design. May not be held for credit with MECH 2120 or MECH 3480.
UManitoba,MECH 3492,Fluid Mechanics and Applications, , ,"(Lab required) The angular momentum principle, introduction to differential analysis of fluid motion, internal and external incompressible viscous flow, fluid machinery and multiple-path systems, fluid coupling and torque couplings and torque converters. May not be held for credit with the former MECH 3490."
UManitoba,MECH 3502,Stress Analysis and Design, , ,"(Lab required) Strength and stability of columns, torsion of thin-walled members, unsymmetric loading and shear centres, beam deflection and energy methods. May not be held for credit with MECH 2220 or MECH 3500."
UManitoba,MECH 3542,Engineering Materials 2, , ,"(Lab required) Mechanical properties of engineering non-metallic materials such as polymers, ceramics and composites, and their relationship to structure and processing; introduction to various shaping and joining processes used in manufacturing, their advantages and limitations; selection and application of engineering materials. May not be held for credit with MECH 2270, MECH 2290 or MECH 3540."
UManitoba,MECH 3652,Machine Design, , ,"(Lab required) Stress and failure analysis and the design of machine elements; shafts and couplings, threaded fasteners and power screws, clutches and power transmission components; spur, bevel, worm and helical gears; lubrication, journal and roller bearings. May not be held for credit with MECH 4650."
UManitoba,MECH 3982,Mechanical Laboratories in Solid Mechanics, , ,"(Lab required) Laboratory course on topics that compliment and reinforce concepts developed in second and third year mechanical engineering courses in mechanics of solids and structures, and vibrations. May not be held for credit with the former MECH 3980, MECH 4980, or MECH 4990."
UManitoba,MECH 3992,Mechanical Laboratories in Thermofluids, , ,"(Lab required) Laboratory course on topics that compliment and reinforce concepts developed in second and third year mechanical engineering courses in thermofluids. May not be held for credit with the former MECH 3980, MECH 4980, or MECH 4990."
UManitoba,MECH 4860,Engineering Design, , ,(Lab required) Design projects; teams of students prepare written and oral design reports on solutions to specific problems from Manitoba industries; series of seminars by invited speakers.
UManitoba,PHYS 1070,Physics 2: Waves and Modern Physics, , ,"(Lab Required) At the heart of modern communications, waves and oscillations are key to understanding the world around us from subatomic scales to biology, traffic flow, the stock market, climate change and the cosmos itself. Learn about the mysterious quantum world, the basis of the latest nanotechnology, where particles are waves and waves are particles. Explore Bohr's model of the atom and discover Heisenberg's Uncertainty Principle. This calculus based course addresses the underlying concepts for all modern science and engineering. This course, like Physics 1 (PHYS 1050), is intended for students considering a program in the physical sciences. Recommended for entry into the Honours programs (with a grade of ""B"").  May not be held for credit with PHYS 1071, the former PHYS 1410, the former PHYS 1420, or PHYS 2152."
UManitoba,STAT 2220,Contemporary Statistics for Engineers, , ,"(Lab Required) Descriptive statistics, basic probability concepts, special statistical distributions, statistical inference-estimation and hypothesis testing, regression, reliability, statistical process control. May not be held with STAT 1000, STAT 1001 or STAT 1150."
UManitoba,MECH 3520,Aerodynamics, , ,"(Lab required) Aeronautical definitions, compressible flow, plane normal shock waves, Mach. no. and shock waves in two-dimensional flow, potential flow theory in two-dimensional and axisymmetric flows. Two-dimensional wing theory, finite wing theory panel methods, elements of boundary layer theory. Compressibility and wings, wing design, flow control."
UManitoba,MECH 4182,Aerospace Structures: Analysis and Design, , ,"(Lab required) Methodology and techniques for design of aerospace structures and components to preclude failure with minimum weight, cost and resource consumption. Analysis of structural, air, gust and manoeuvre loads. May not be held for credit with MECH 4180."
UManitoba,MECH 4192,Aerospace Materials and Manufacturing Processes, , ,"(Lab required) Properties of aerospace structural materials including glass and graphite fibre composites, light metal alloys and high strength steels. Properties of high temperature materials; superalloys ceramics, intermetallic compounds, metal matrix composites. Specialized methods for manufacture of these materials. May not be held for credit with MECH 4190."
UManitoba,MECH 4200,Gas Turbine Propulsion Systems, , ,"(Lab required) Gas turbine systems, shaft power cycles, gas turbine propulsion cycles, centrifugal compressors, axial flow compressors, combustion systems, design performance predictions, off-design operations and transient behaviour of gas turbines. Design performance predictions."
UManitoba,MECH 4452,"Aircraft Performance, Dynamics and Design", , ,"(Lab required) A study of the morphology of aerospace vehicles; basic components and their functions, Aircraft performance; drag, thrust, lift, basics of orbital mechanics. May not be held for credit with MECH 4450."
UManitoba,MECH 3582,Manufacturing Planning and Quality Control, , ,"(Lab required) The course covers topics such as: group technology, just-in-time, computer aided process planning, statistical process control and manufacturing planning and control. Issues related to the integration of several areas that fall within CIM are emphasized. Systems approach is introduced. May not be held with the former MECH 3580."
UManitoba,MECH 4482,Applied Aerospace Instrumentation, , ,"(Lab required) Principles and practices of test and measurement system design and analysis for aerospace applications. Topics include transducers, signal conditioning, data acquisition and analysis, uncertainty analysis, calibration and correlation, system design and maintenance, and piping and instrumentation diagrams, and an introduction to LabVIEW software. This course may include a field trip component. May not be heldfor credit with MECH 4322 when titled ""Applied Instrumentation""."
UManitoba,MECH 4432,Systems Engineering, , ,"(Lab required) The engineering support process as applied to the entire product life cycle from requirements definition to disposal. Focus on the system as a whole; from the outside, its interaction with its environment and other systems; and from the inside, its design requirements and implementation. May not be held with MECH 4342 when titled ""Systems Engineering."" Restricted to students in third year or above."
UManitoba,ENG 4110,Operational Excellence, , ,"(Lab required) Methodical application of operational excellence and engineering principles and theory to address real industry problems, with emphasis on the data and fact-based engineering method of problem solving. Grounded in the Plan-Do-Study-Act system. Covers the seven step problem solving method (problem definition, examine the current situation, root cause analysis, action planning and testing, study the results, standardize the changes, and draw conclusions), applied concepts (Lean Six Sigma Management) and the fundamentals of teamwork, team dynamics and change management. It is expected that students will be challenged in terms of their understanding of the method, concepts, analytics, and the tools, and their application to solving 'real' operational problems. Students must attend both lecture and tutorial. Students will be required to attend meetings at industrial partner facilities. May not be held with MECH 4342 where the topic is Operational Excellence."
UManitoba,MECH 4350,Topics in Engineering Material 1, , ,(Lab required) This course will cover contemporary topics in engineering materials. The specific topics and a detailed outline will be available prior to the start of registration period for the session in which the course will be offered.
UManitoba,MECH 4360,Topics in Engineering Materials 2, , ,(Lab required) This course will cover contemporary topics in engineering materials. The specific topics and a detailed outline will be available prior to the start of registration period for the session in which the course will be offered.
UManitoba,MECH 4620,Corrosion of Metals and Alloys, , ,"(Lab required) Electrochemical basis of corrosion, corrosion prevention by cathodic protection, inhibitors, alloying and heat treatment, passivation, stress corrosion cracking, corrosion fatigue; ionic and electronic conduction; oxidation of metals and alloys."
UManitoba,MECH 4870,Fracture and Failure of Engineering Materials, , ,"(Lab required) Criteria for crack initiation and propagation leading to structural failure. Fracture mechanics and fracture toughness phenomena. Effects of structure geometry, loading rate, environment, temperature, composition and microstructure on material integrity."
UManitoba,MECH 4472,Mechanical Vibration, , ,(Lab required) Nonlinear Vibrations: mathematical theory for lumped vibratory systems; response of systems to nonharmonic excitation; solutions by Laplace transforms and Fourier analysis; introduction to the matrix formulation of vibration problems and vibration of distributed systems.
UManitoba,MECH 4510,Fundamentals of Finite Element Analysis, , ,"(Lab required) Fundamentals of the Finite Element Method, basic components in a Finite Element procedure, application of FEM to solve engineering problems and use of commercial software."
UManitoba,MECH 4532,Advanced Strength of Materials, , ,"(Lab required) Stress and strain in three dimensions; thick walled cylinders, beams of elastic foundations, unsymmetrical bending and sheet-stringer construction, curved beams. Additional topics such as the analysis of fibre-composite material, techniques in experimental stress analysis and studies in metallics fatigue may be presented. May not be held for credit with MECH 4530."
UManitoba,MECH 4550,Noise Control, , ,"(Lab required) An elective course open to all branches of Engineering; a recommended course for students taking Air Conditioning. Wave propagation, transducers and measurement techniques, psycho-acoustic criteria, legislation, techniques of noise and vibration control."
UManitoba,MECH 4672,Advanced Mechanism Design, , ,"(Lab required) Graphical, analytical and computer techniques for the analysis and design of mechanisms to produce a desired set of motion characteristics; design of linkages, double lever, slider and dwell mechanism; cognate linkages. Kinetic synthesis tasks function generation, path generation and motion generation. May not be held for credit with MECH 4670."
UManitoba,MECH 4292,IC Engines, , ,(Lab required) Thermodynamics of internal combustion engines and engine cycles; fuels and fuel systems; combustion; emission control systems; electronic engine controls and strategies; intake and exhaust systems; camshafts and valvetrain dynamics; balancing; performance and testing. May not be held for credit with MECH 4290.
UManitoba,MECH 4412,"Heating, Ventilation and Air Conditioning", , ,"(Lab required) Psychometric processes, equipment selection, and the design of heating and cooling systems for typical buildings. May not be held for credit with MECH 4410."
UManitoba,MECH 4560,Selected Topics in Fluid Mechanics 4M, , ,(Lab required) Topics may include: wind tunnel design; experimental techniques; some exact solutions of the conservation equations; fundamentals of turbulence; secondary flows; fluidization; elementary meteorology; fluidics; other topics of current interest.
UManitoba,MECH 4680,Energy Conservation and Utilization, , ,"(Lab required) Energy supply and demand, advanced thermodynamic cycles, conventional energy sources, alternative energy, conservation of energy, environmental considerations."
UManitoba,MECH 4692,Renewable Energy, , ,"(Lab required) Introduction to renewable energy systems, current and future global energy issues and the need for renewable energy applications, and distributed renewable energy generation. Renewable energy systems that will be considered are; solar heat, solar PV, biomass heat and power, hydro power, and wind power. Students will develop simple numerical models of renewable energy systems. Prerequisites MECH 2202 (formerly MECH 2200) and MECH 2262 (formerly MECH 2260). Pre- or Co requisite; MECH 3460 (formerly MECH 3470)."
UManitoba,MECH 4694,Advanced Topics in Heat Transfer, , ,"(Lab required) Some combination of the following advanced topics; conduction heat transfer radiation, heat-exchanger design, two-phase phenomena, fluidization, alternative energy, energy conservation. Other topics of current interest may also be included. May not be held for credit with MECH 4690."
UManitoba,MECH 4702,Design of Thermal Systems, , ,"(Lab required) Modeling of thermal systems; system simulation; design applications of optimization methods: Lagrange multipliers, search methods, and dynamic geometric and linear programming. May not be held for credit with MECH 4700."
UManitoba,MECH 4822,Numerical Heat Transfer in Fluid Flow, , ,"(Lab required) General conservation equations; specific forms of the conservation equations and energy equations; finite difference methods: one dimensional steady problems, one dimensional unsteady problems, two dimensional steady problems; two dimensional unsteady problems; convection, solution for the flow fluid. May not be held for credit with the former MECH 4820."
UManitoba,MECH 3550,Robotics and Computer Numerical Control, , ,(Lab required) This course builds up a foundation in the area of Computer Aided Manufacturing (CAM) such as computer numerically controlled machine tools and robotics. Intense hands on experience is provided in the laboratory sessions on part programming using Computer Aided Design (CAD) packages and robots to demonstrate application in the area of CAM. Several case studies and manufacturing applications will be discussed.
UManitoba,MECH 3562,Introduction to Optimization, , ,(Lab required) The objective of this course is to develop the ability to formulate and analyze problems that will be encountered in a manufacturing system. The skills acquired will allow the students to approach problems from an optimization perspective. The students will be provided experience in related software packages. May not be held for credit with the former MECH 3560.
UManitoba,MECH 3570,Manufacturing Automation, , ,(Lab required) This course builds upon the foundation developed in a previous course: namely Robotics and Computer Numerical Control. The course covers a wide variety of topics in the area of computer controlled automation. The students are provided with hands on experience in design for automation. It will synthesize several aspects associated with integrated operation of computer controlled automated devices.
UManitoba,MECH 3592,Simulation Modeling and Facility Planning, , ,"(Lab required) The objective of this course is to introduce simulation for manufacturing operations and the concepts of facilities location and layout. The students will learn how to program WITNESS, a simulation language, and through simulation, explore the effects of facility planning; resource availability e.g. machines and quality related problems on manufacturing productivity and timing. May not be held with MECH 3590."
UManitoba,MECH 4162,Thesis, , ,This course will give students the opportunity to gain research or design experience in their area of interest. Thesis topics must be approved by the head of the department or designate. Restriction: Only students with a year class distinction of 4 or higher in Mechanical Engineering may register for this course and eligible to graduate. May not be held for credit with MECH 4160.
UManitoba,MECH 4310,Contemporary Topics in Mechanical Engineering 1, , ,(Lab required) This course will cover contemporary topics in Mechanical Engineering. The specific topics and a detailed outline will be available at the time of registration prior to the start of the registration prior to the start of the registration period for the session in which the course will be offered.
UManitoba,MECH 4322,Contemporary Topics in Mechanical Engineering II, , ,(Lab required) This course will cover contemporary topics in Mechanical Engineering. The specific topics and a detailed outline will be available at the time of registration prior to the start of the registration period for the session in which the course will be offered. May not be held for credit with MECH 4320.
UManitoba,MECH 4330,Contemporary Topics in Manufacturing Engineering 1, , ,(Lab required) This course will cover contemporary topics in Manufacturing Engineering. The specific topics and a detailed outline will be available at the time of registration prior to the start of the registration period for the session in which the course will be offered.
UManitoba,MECH 4342,Contemporary Topics in Manufacturing Engineering II, , ,(Lab required) This course will cover contemporary topics in Manufacturing Engineering. The specific topics and a detailed outline will be available at the time of registration prior to the start of the registration period for the session in which the course will be offered. May not be held for credit with MECH 4340.
UManitoba,MECH 4542,Principles of Turbomachinery, , ,"(Lab required) Principles and design of turbomachinery, including fluid dynamics, thermodynamics and engineering applications. A variety of turbomachines are introduced, including hydraulic pumps and turbines, centrifugal compressors and fans, and axial flow compressors and fans. May not be held for credit with MECH 4310 when titled ""Turbomachinery."""
UManitoba,MECH 4582,"Vehicle Testing, Condition Monitoring, and Fault Analysis", , ,"(Lab required) General testing and fault diagnostic techniques for ground vehicles including common signal analysis techniques, vibration testing and fault analysis methods. Basic knowledge of vibration based condition monitoring including the basic theory and applications of engineering tools, damage analysis and detection, and modal analysis. May not be held for credit with MECH 4322 when titled ""Ground Vehicle Testing Technology."""
UManitoba,MECH 4812,Automotive Engineering, , ,"(Lab required) Introduction to vehicle dynamics; power trains; braking systems; road loads, aerodynamics and fuel efficiency; ride and suspension systems; steering systems; tire properties and dynamics; structural analysis and crash safety; performance vehicle design. May not be held for credit with MECH 4810."
UManitoba,MECH 4832,Biomaterials in Biomedical Engineering, , ,"(Lab required) Biomechanics and design of hard biomaterials and soft biomaterials and their applications in orthopedics, cardiovascular and neural systems. Course includes fundamental biological concepts, materials science fundamentals and medical/clinical concerns."
UManitoba,MECH 4900,Mechatronics System Design, , ,"(Lab required) The course covers topics in the analysis of control systems and components with the goal to provide students with tools and an understanding of issues related to integrating mechanical, electronic and software components towards building mechatronic devices. Hands-on-experience is provided in the laboratory sessions on simulation and actual computer control of various devices. Problems considered would include application to fluid power systems, systems integration and validation. The focus is placed on learning to work with real hardware."
UManitoba,CHEM 1100,Introductory Chemistry 1: Atomic and Molecular Structure and Energetics, , ,"This course provides a basic understanding of the fundamentals of chemistry. By the end of this course, students will understand the periodic table, energy in chemistry, atomic and molecular structures, and the concept of chemical reactivity. May not be held with the former CHEM 1300 or CHEM 1301."
UManitoba,CHEM 1122,Introduction to Chemical Techniques for Engineering 1, , ,"For Price Faculty of Engineering students only. This course builds understanding in chemistry through active learning in the lab. By performing lab experiments, students will gain skills in making observations, safe handling of chemicals, handling laboratory equipment, quantitative analysis, data processing, and scientific communication. These skills are fundamental for student success in chemistry. In addition, students will be given a broader appreciation of chemistry in the world by introducing them to chemical sustainability, chemical responsibility and chemical applications. May not be held with CHEM 1120, the former CHEM 1310 or CHEM 1311."
UManitoba,COMP 1012,Computer Programming for Scientists and Engineers, , ,"(Lab Required) An introduction to computer programming suitable for solving problems in science and engineering. Students will implement algorithms for numerical processing, statistical analysis and matrix operations. Not to be held with COMP 1010, COMP 1011 or COMP 1013."
UManitoba,ENG 1430,Design in Engineering, , ,"The creative process; the design process; working in a team. The engineering profession from the perspective of students and professionals. Academic, legal and ethical considerations."
UManitoba,ENG 1440,Introduction to Statics, , ,"(Lab required) Statics of particles; rigid bodies, equilibrium of rigid bodies; analysis of structures; distributed forces. Not to be held with ENG 1441."
UManitoba,ENG 1450,Introduction to Electrical and Computer Engineering, , ,"(Lab required) Part I: Current, voltage, energy, potential, power Ohm's law; independent sources; capacitor, inductor, ideal diode, op-amp; Kirchoff's law; simple circuits (Resistive, RC, RL, OP-Amp; Diode); introduction to ac theory (Sinusoidal waveform, phase relations of voltage and current waveforms for R,L,C. RL and RC circuits). Part II: Applications (Digital Logic, motors)."
UManitoba,ENG 1460,Introduction to Thermal Sciences, , ,(Lab required) Properties of pure substances; first law for closed systems; first law for open systems; second law; examples of power cycles and refrigeration cycles.
UManitoba,MATH 1210,Techniques of Classical and Linear Algebra, , ,"(Lab Required) To introduce a variety of practical algebraic concepts and skills necessary for the study of calculus and advanced engineering mathematics. The emphasis of this course is in the development of methodology and algebraic skill necessary for successful completion of subsequent engineering mathematics courses. This course is intended for Engineering and Geophysics students only. May not be held with MATH 1200, MATH 1201, MATH 1211, MATH 1220, MATH 1300, MATH 1301, or MATH 1310."
UManitoba,MATH 1510,Applied Calculus 1, , ,"(Lab Required) Functions and graphs; limits and continuity; differentiation of functions defined explicitly, implicitly and parametrically; applications of derivatives to velocity and acceleration, related rates, maxima and minima; differentials, indefinite and definite integrals, application of integration to area. Physical applications in this course make it especially suitable for students intending to take programs in engineering. May not be held with MATH 1230, MATH 1500, MATH 1501, MATH 1520, the former MATH 1530, the former MATH 1680, or MATH 1690."
UManitoba,MATH 1710,Applied Calculus 2, , ,"(Lab Required) Applications of integration to volumes, centres of mass, moments of inertia, work and fluid pressure; differentiation of trigonometric, inverse trigonometric, exponential, and logarithmic functions; techniques of integration; polar coordinates. Physical applications in this course make it especially suitable for students intending to take programs in engineering. May not be held with MATH 1232, MATH 1690, MATH 1700, MATH 1701."
UManitoba,PHIL 1290,Critical Thinking, , ,"A course which helps students to think clearly and critically, and to present, defend, and evaluate arguments. The instructor will discuss good and bad reasoning, everyday fallacies, some specific argument forms such as the categorical syllogism, and ways and means of defining words. Students may not hold credit for PHIL 1290 and any of: PHIL 1291 or the former PHIL 1320 or PHIL 1321."
UManitoba,PHYS 1050,Physics 1: Mechanics, , ,"(Lab required) It's rocket science! Mechanics is the science of describing (Kinematics) and explaining (Dynamics) motion. The basic concepts of calculus together with laws of conservation of momentum and energy are used to develop the tools required to describe, analyze and predict the outcomes of linear and rotational motion in simple mechanical systems. A brief introduction to the Einstein theory of special relativity provides a taste of modern approaches to this subject. This course develops a strong scientific foundation for students considering a program of study in engineering or the physical sciences. May not be held with PHYS 1020, PHYS 1021, PHYS 1051, the former PHYS 1410, or the former PHYS 1420."
